Frags,Occurances
[#7]-[#6](-[#7]-[#6]-[#6]-[#6]-[#6](-[#6])-[#7])=[#8],7
[#6]-[#6]-1-[#8]-[#6](-[#6]-[#6]-[#6]-1=[#8])-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#7]:1:[#6]:[#6]:[#6]:[#7]:[#6]:1=[#8])(-[#8])=[#8])(-[#8])=[#8],7
[#6]-[#6](-[#6]-[#6]-[#6](-[#6](-[#6](-[#6]-[#8])-[#8])-[#8])-[#8])=[#8],7
[#6]-[#6](-[#6]-[#6]-[#6]-[#6](-[#6](-[#6](-[#6])-[#6]-[#6]-[#6]-[#6]-1(-[#6])-[#6]-[#6]-[#6]-[#6](-[#6])(-[#6])-[#6]-1)-[#6]-[#6]-[#6]-[#6]=[#6]-[#6])-[#6])-[#6],7
[#6]-1-[#6](-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6](-[#8])=[#8])-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#7](:[#6]:[#7]):[#6]:[#6]:[#6]=[#8])(-[#8])=[#8])(-[#8])=[#8],7
[#6](-[#6]=[#8])-[#6](-[#6]-[#6]-[#8])-[#6]-[#6]-[#6]=[#6](-[#6])-[#6],7
[*]-[#7]-[#6]-[#6]-[#6]-[#6](-[#7]-[#6]-[#6]-[#6]-[#6]-[#6]-[#8])=[#8],7
[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8])-[#8],7
[#6]-[#6]-1(-[#6]-[#7]=[#6](-[#6]-[#6])-[#6](-[#6]-[#6]-[#6]=[#8])(-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])-[#7](-[#6](=[#6]-[#6]-2=[#7]-[#6](-[#6](-[#6]-2(-[#6]-[#6]=[#8])-[#6])-[#6]-[#6]-[#6]=[#8])=[#6]-[#6])-[#6](-[#6]-[#6]-[#6]=[#8])-[#6]-1(-[#6])-[#6]-[#6]=[#8])-[Co],7
[*]-[#8]-[#6](-[#6](-[#7]-[#6](=[#8])-[#6])-[#6]-[#8])-[#8]-[#6](-[#6]-[#8]-[#6](-[#6]-[#8])-[#8]-[#6](-[#6](-[#6]-[#8]-[#6]-[#8]-[#6](-[#6](-[#6](-[#6]-[#8])-[#8])-[#8])-[#6]-[#8])-[#8])-[#6]-[#8])-[#6]-[#8],7
[#6](-[#6](=[#8])-[#8])-[F],7
[#6](-[#6]=[#8])-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6])-[#6],7
[#6]-[#6]-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#8])=[#8])=[#8])=[#8],7
[#6](-[#6](-[#6]=[#6]-1-[#7]-[#6](-[#6](-[#6]-[#6](-[#8])=[#8])(-[#6])-[#6]-1-[#6]-[#6]-[#6](-[#8])=[#8])=[#6]-[#6])=[#7]-[#6](-[#6]-[#6]-[#6]-[#6](-[#8])=[#8])=[#6]-[#6]:1:[#7]:[#6](-[#6]):[#6](:[#6]:1-[#6]-[#6])-[#6])-[#6]-[#6](-[#8])=[#8],7
[*]-[#16]-[#6](-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#8])=[#8],7
[#8]=[#6]:1:[#6]:[#6]:[#7](:[#6](:[#7]:1)=[#8])-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8]-[#15](-[#8])=[#8])-[#6]-[#8],7
[#6]-[#6]-[#6]-[#6]-[#6]-[#16]-[#6]-[#6]-[#6]-[#6](-[#8])=[#8],7
[#6]-[#6]-1-2-[#6]-[#6]-3=[#6](-[#6](-[#6](-[#6]=[#6]-4-[#7]-[#6](-[#6](-[#6]-4-[#6]-[#6]-[#6](-[#8])=[#8])(-[#6]-[#6](-[#8])=[#8])-[#6])(-[#6]-[#7]=[#6](-[#6]-[#6](-[#6](=[#6]-2-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])=[#7]-1)-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])(-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])-[#6])=[#7]-3)(-[#6]-[#6](-[#8])=[#8])-[#6])-[#6]-[#6]-[#6](-[#8])=[#8],7
[#8]=[#6]:[#6]:[#6]:[#7](:[#6](:[#7])=[#8])-[#6]-1-[#6]-[#6](-[#6](-[#8]-1)-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#15](-[#8])(-[#8])=[#8])(-[#8])=[#8])(-[#8])=[#8])-[#8],7
[#6]-[#6](-[#7]-[#6]-1-[#6](-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8]-[#15](-[#8]-[#6]-[#6](-[#6]-[#8]-[#15](-[#8]-[#6]-[#6](-[#6]-[#8])-[#8])(-[#8])=[#8])-[#8])(-[#8])=[#8])-[#6]-[#8])-[#8]-[#6]-1-[#6](-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#7]-[#6](=[#8])-[#6])-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])(-[#8])=[#8])(-[#8])=[#8])-[#6]-[#8])=[#8],7
[#8]-[#6](-[#6](-[#6]-[#6](-[#8])=[#8])=[#6]-[#6]=[#8])=[#8],7
[#6]-[#6]-[#16]-[#6](-[#6]-[#6]-[#6]-[#6](-[#8])=[#8])=[#8],7
[#6]-[#6](=[#6]-[#6]-[#6]-[#6]-[#6](-[#6](-[#6])-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])-[#6])-[#6]-[#6]-[#6])-[#6],7
[#8]=[#6](-[#6]-[#6]-[#6]:1:[#6](-[#6]-[#6]:2:[#7]:[#6](:[#6](-[#6]-[#6]):[#6]:2-[#6]-[#6])-[#6]):[#7]:[#6](-[#6]-[#6]):[#6]:1-[#6]-[#6](-[#8])=[#8])-[#8],7
[*]-[#6](-[#8]-[#6]-[#6]-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#7]:1:[#6]:[#6]:[#6]:[#7]:[#6]:1=[#8])(-[#8])=[#8])(-[#8])=[#8])=[#8],7
[#6](-[#6]-[#8])-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#6]-[#8],7
[#6]-[#8]-[#6]-1=[#6](-[#6](-[#6](=[#6](-[#6]-1=[#8])-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])=[#8])-[#8],7
[#6]-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])-[#6](-[#6]-[#6](-[#8])=[#8])(-[#6])-[#6](=[#6]-[#6]=[#7]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#7],7
[#7]#[#6]-[#6]:1:[#6]:[#6]:[#6]-2:[#6](-[#6]-[#8]-[#6]-2(-[#6]:2:[#6]:[#6]:[#6](:[#6]:[#6]:2)-[F])-[#6]-[#6]-[#6]):[#6]:1,7
[#7]-[#6]:1:[#7]:[#6]-2:[#6](-[#7]-[#6](-[#6])-[#6](-[#8]-[#6](-[#6]-[#8]-[#15](-[#8])(=[#8])-[#8])-[#6])-[#7]-2):[#6](:[#7]:1)=[#8],7
[#7]-[#6]:1:[#7]:[#6](-[#7]-[#6]-[#6]-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#15](-[#8])(-[#8])=[#8])(-[#8])=[#8])(-[#8])=[#8])-[#8])-[#8]):[#6](-[#7]):[#6](:[#7]:1)=[#8],7
[#7]-[#6]-[#6]-[#6]-[#6](-[#6](-[#8])=[#8])=[#8],7
[#6](-[#6]=[#6](-[#6]-[#8])-[Cl])=[#8],7
[#6](-[#7]-[#6]=[#6]-[#6](-[#8])=[#8])=[#8],7
[#6]-[#6](-[#6]-[#7]-[#6])-[#8]-[#15](-[#8]-[#6]-[#6](-[#6](-[#6](-[#6]-[#7](:[#6]):[#6]:[#7]:[#6]:[#7]:[#6]:[#6])-[#8])-[#8])-[#8])(-[#8])=[#8],7
[#6]-[#6]-[#6]=[#6]-[#6]-[#6]=[#6]-[#6]-[#6]=[#6]-[#6]-[#6]=[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8],7
[#6]-[#6](-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6]=[#8])=[#8])-[#8]-[#15](-[#8]-[#6]-[#6](-[#6](-[#6](-[#6])-[#8])-[#8])-[#8])(-[#8])=[#8],7
[#7]-[#6]:1:[#6]:[#6]:[#7](:[#6](:[#7]:1)=[#8])-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6]-[#8]-[#15](-[#8]-[#6]-1(-[#6]-[#6](-[#6]-[#6](-[#8]-1)-[#6]-[#6]-[#8])-[#8])-[#6](-[#8])=[#8])(-[#8])=[#8],7
[#6](-[#6](-[#6](-[#8])=[#8])-[#8])-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8],7
[#6]-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6])=[#8],7
[#6]-[#6]=[#6]-1-[#7]=[#6](-[#6](-[#6]-1-[#6]-[#6]-[#6](-[#8])=[#8])(-[#6]-[#6]=[#8])-[#6])-[#6]=[#6]-1-[#6](-[#6](-[#6](-[#7]-1)-[#6]-[#6])(-[#6]-[#6]=[#8])-[#6])-[#6]-[#6]-[#6](-[#8])=[#8],7
[#6](-[#6](-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])(-[#6](-[#6]-[*])-[#8])-[#8]-[#6]-[#6]-[#6](-[#8])-[#6],7
[*]-[#6]-1-[#6]-[#6](-[#6](-[#8]-1)-[#6]-[#8]-[#15](-[#8]-[#6]-1-[#6]-[#6](-[#8]-[#6]-1-[#6]-[#8]-[#15](-[#8]-[#6]-1-[#6]-[#6](-[#8]-[#6]-1-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8])-[*])(-[#8])=[#8])-[#7](:[#6]:[#7]:[#6]-[#7]):[#6]:[#6]-[#6])(-[#8])=[#8])-[#8],7
[#7]-[#6](-[#7]-[#6](-[#6]=[#8])-[#7])=[#8],7
[#6]-[#6]-1-2-[#6]-[#6]-[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-1-[#6]-2-[#6]-[#6]-[#6]-2(-[#6](-[#6]-[#6]-[#6]-1-2)-[#6](-[#6]-[#8])=[#8])-[#6])=[#8],7
[#7]-[#6]:1:[#7]:[#6](-[#7]-[#6](-[#8]-[#6]-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8])-[#6]-[#6]-[#8]):[#6](-[#7]):[#6](:[#7]:1)=[#8],7
[#8]=[#6](-[#6]-[#6]-[#6]-[#6](-[#6]-[#6](-[#8])=[#8])=[#6]-[#6])-[#8],7
[#8]=[#6]:1:[#6]:[#6]:[#7](:[#6](:[#7]:1)=[#8])-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#8])-[#6])(-[#8])=[#8])(-[#8])=[#8],7
[#8]=[#6]-[#6]-[#6]-[#6]=[#6]-[#6]=[#6]-[#6]-[#8],7
[#6]-[#6]-[#6](=[#7]-[#6](=[#6]-[#6]:1:[#6](:[#6](:[#6](-[#6]=[#6]-[#7]=[#6](-[#6]=[#6]-[#6])-[#6](=[#6])-[#6]-[#6](-[#8])=[#8]):[#7]:1)-[#6])-[#6])-[#6]-[#6])-[#6]=[#6],7
[#6]:1:[#7]:[#6](:[#6](:[#6](:[#7]:1)=[#8])-[#7]-[#6])-[#7]-[#6]-[#6](-[#8])-[#6](-[#8])-[#6](-[#6]-[#8])-[#8],7
[#6]-[#6](=[#6]-[#6]-[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-3=[#6](-[#6]-4(-[#6]-[#6]-[#6]-[#6](-[#6]-4-[#6]-[#6]-3)-[#6])-[#6])-[#6]-[#6]-[#6]-1-2-[#6])-[#6])-[#6],7
[#6]-1-[#6](-[#8]-[#6](-[#6](-[#6]-1-[#8])=[#8])-[#6])-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#7](:[#6]:[#7]):[#6]:[#6]:[#6]=[#8])(-[#8])=[#8])(-[#8])=[#8],7
[#6](-[#6](-[#6]-[#6]-[#6]=[#8])-[#6](=[#6]-[#6])-[#7]=[#6]-[#6]=[#6]-1-[#7]-[#6](-[#6](-[#6]-[#6]=[#8])(-[#6])-[#6]-1-[#6]-[#6]-[#6](-[#8])=[#8])-[#6]-[#6])-[#6]-[#6](-[#8])=[#8],7
[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-1=[#6](-[#6](-[#6]:2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#6]-1=[#8])=[#8])-[#6])-[#6],7
[#6]-[#6](-[#6](-[#8])=[#8])=[#6]-[#6]=[#6]-[#6](-[#8])=[#8],7
[#6](-[#6](-[#8])-[#6](-[#8]-[#6]-[#8]-[#6](-[#6](-[#6](-[#6])-[#8]-[#6]-[#8]-[#6](-[#6](-[#6](-[#6]-[#8])-[#8]-[#6]-[#8]-[#6](-[#6](-[#6](-[#8])-[#6]-[#8])-[#8])-[#6](-[#7]-[#6](=[#8])-[#6])-[#6]-[#8])-[#8])-[#6]-[#8])-[#8])-[#6]-[#8])-[#6]-[#8])(-[#6]-[#8]-[#6]-[#6](-[#6]-[#8])-[#8]-[#6]-[#8]-[#6]-[#6]-[#6](-[#6])-[#8])-[#8],7
[#8]=[#6](-[#6]-[#6]-[#6]-[#6](-[#6](-[#8])=[#8])=[#8])-[#8],7
[#6]-[#6]:[#6]:[#7](-[#6]-[#6](-[#6](-[#6](-[#6]-[#8])-[#8])-[#8])-[#8]):[#6]:[#7]:[#6]=[#8],7
[#8]=[#6](-[#6](-[#7]-[#6])-[#6]-[#7]-[#6])-[#8],7
[#6]-1-[#7]-[#6](-[#6](-[#6]-1(-[#6]-[#6](-[#8])=[#8])-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])=[#6]-[#6]-1=[#7]-[#6](-[#6](-[#6]-1(-[#6]-[#6]=[#8])-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])=[#6]-[#6],7
[#6](-[#6]-[#6](-[#6](-[#6]-[#6](-[#8])-[#6]-[#6]-1-[#6]-[#6](-[#8])-[#6]-[#6]-[#6]-1(-[#6])-[#6]-[#6]-[#6]-[#8])-[#6]-[#6])-[#6])-[#6]-[#6]-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8],7
[#7]-[#6]:1:[#6]:[#6]:[#7](:[#6](:[#7]:1)=[#8])-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6](-[#6]-[#6](-[#6]-[#8])-[#8])-[#8])(-[#8])=[#8])(-[#8])=[#8],7
[#8]=[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6](-[#6]-[#8])-[#8],7
[#7]-[#6]:1:[#7]:[#6]:2:[#6](:[#6](:[#7]:1)=[#8]):[#7]:[#6]:[#7]:2-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#8])-[#6]-[#8])(-[#8])=[#8])(-[#8])=[#8],7
[#8]=[#6]-[#6]-[#6](-[#6](-[#6]-[#8])-[#8])-[#6](-[#8])=[#8],7
[#6]-[#6]:1:[#6]:[#6]:[#6](:[#6]:[#6]:1-[#6]):[#7](-[#6]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#8])-[#8]):[#6]:[#7],7
[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]=[#6]-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8],7
[#6]-[#6]-[#6]-[#6](-[#6](-[#6](-[#6]=[#6]-[#6](-[#6]-[#6]-[#6])(-[#6]-[#6]-[#6]=[#8])-[#6])-[#6])(-[#6])-[#6]-[#6])-[#6],7
[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6]=[#6]-[#6]-[#6]-[#6]=[#6]-[#6]-[#6](-[#6]-[#6]-[#6])(-[#6])-[#6]-[#6]-[#8])-[#6],7
[#6]-[#6]-[#6]=[#6]-[#6]-[#6]-[#6]-[#6]-[#6]=[#6]-[#6]-[#6]-[#6]-[#6](-[#8])=[#8],7
[#6]-[#16]-[#6]-[#6]-[#16](-[#8])(=[#8])=[#8],7
[#8]=[#6]-[#6]-[#6]-[#6](-[#7]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#8])=[#8],7
[#6]-[#6]=[#6]-[#6]-[#6]-[#6]-[#6](-[#6](-[#6])-[#6]-[#6]-[#6]-[#6](-[#6]-[#6](-[#6])-[#6]=[#8])(-[#6]-[#6])-[#6])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6],7
[#6]-[#7]:1:[#6](:[#7]:[#6]:2:[#7]:[#6]:[#7](:[#6]:2:[#6]:1=[#8])-[#6])=[#8],7
[#6]:[#6]:[#6](:[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6]-[#6])-[#6])-[#6],7
[#8]=[#6]-[#6](-[#6]:1:[#6]:[#6]:[#6](:[#6](:[#6]:1)-[#8])-[#8])-[#8],7
[#7]-[#6](-[#7]-[#6]-[#6]-[#7]-[#6](=[#8])-[#7])=[#8],7
[*]-[#6](-[#7]-[#6](-[#6](-[#6]=[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#8])-[#6]-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#7]-[#6](=[#8])-[#6])-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#8])-[#6]-[#8])-[#8])-[#6]-[#8])-[#6]-[#8])-[#6]-[#8])=[#8],7
[#6]-[#6](-[#6](-[#6]-[#8])-[#8])-[#8]-[#6](-[#6]-[#8])-[#8]-[#6]-[#6](-[#6]-[#8])-[#8]-[#6](-[#6]-[#6]-[#8])-[#8]-[#6]-1-[#6](-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#7]-[#6](=[#8])-[#6])-[#8])-[#6]-[#8],7
[#7]-[#6]:1:[#6](:[#7]:[#6](:[#7]:[#6]:1=[#8])=[#8])-[#7]-[#6]-[#6](-[#8])-[#6](-[#8])-[#6](-[#6]-[#8])-[#8],7
[#8]=[#15](-[#8]-[#6]-[#6](-[#6](-[#8])-[#6]-[#8])-[#8]-[#6](-[#8]-[#6]-[#6](-[#8])-[#6](-[#8])-[#6](-[#8])-[#6](-[#6]-[#8])-[#8])-[#6]-[#8])(-[#8])-[#8],7
[*]-[#6](-[#6](-[#6](-[#6](-[#6]-[*])-[*])-[*])=[#7])=[#6]-1-[#7]=[#6](-[#6](-[#6]-1(-[*])-[*])-[*])-[#6]=[#6]-1-[#7]=[#6](-[#6](-[#6]-1(-[*])-[*])-[*])-[#6](=[#6]-1-[#7](-[#6](-[#6](-[#6]-1(-[*])-[*])-[*])-[*])-[Co]-[#6])-[*],7
[#6]:1:[#7]:[#6]:[#6](:[#6](:[#7]:1)-[#7])-[#6]-[#8],7
[#6]-[#6]-[#6]:1:[#7]:[#6](:[#6](:[#6]:1-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])-[#6]=[#6](-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])=[#6](-[#6])-[#6])-[#7],7
[#7]-[#6]:1:[#7]:[#6]-2:[#6](-[#7]-[#6](-[#6]-[#7]-2)-[#6]-[#7](-[#6]:2:[#6]:[#6]:[#6](:[#6]:[#6]:2)-[#6])-[#6]):[#6](:[#7]:1)=[#8],7
[#8]=[#6]-[#6]-[#6]=[#6]-[#6]=[#6]-[#6](-[#8])=[#8],7
[#6]:1:[#6]:[#6]:[#6]:[#6]:2:[#6](-[#6]):[#6](-[#6](-[#6](-[#6])-[#8])-[#8]):[#6]:[#6]:[#6]:1:2,7
[#6]-[#6](-[#6]-[#6])=[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]=[#6](-[#6])-[#6]-[#6]-[#6],7
[*]-[#8]-[#6](-[#6](-[#7]-[#6](=[#8])-[#6])-[#6]-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[*])-[#6](-[#8])=[#8])-[#8]-[#6](-[#6]-[#8]-[#16](-[#8])(=[#8])=[#8])-[#6]-[#8],7
[#7]-[#6]-[#6]-[#6]-[#6](-[#6](-[#8])=[#8])-[#7]-[#6](-[#6]-[#6]-[#6]=[#8])=[#8],7
[#6](-[#6]=[#8])-[#8]-[#6](-[#6]-[#6])-[#6]-[#6]=[#6],7
[#6]-[#6](-[#7]-[#6](-[#6]-[#7]-[#6]-[#6]-[#6]-[#6]=[#8])-[#6]-[#6]-[#8])=[#8],7
[#7](-[#6](-[#7])=[#7])-[#6]-[#6](-[#8])=[#8],7
[#6](-[#6]-[#6](-[#6](-[#8]-[#6])=[#8])-[#7])=[#8],7
[#6]-[#6](-[#6])=[#6]-[#6]-[#6]-[#6]-[#6](-[#6](-[#6]-[#6]-[#6](-[#6]-[#6]-[#8])-[#6](-[#6]-[#6]-[#6]-[#8])-[#6])-[#6])-[#6]-[#6]-[#6],7
[#6](-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])=[#8])-[#6](-[#8])=[#8],7
[*]-[#6](-[#6]-[#6]-[*])=[#6](-[#6]-[#6])-[#7]=[#6]-[#6]=[#6](-[#6](-[*])-[#6](-[*])(-[*])-[#6]-[#6](=[#6]-[#6](-[*])(-[*])-[#6]-[#6]-[#6]-[*])-[*])-[#7],7
[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6]-[#6](-[#7]-[#6]-1-[#6](-[#7]-2-[#6](=[#6](-[#6]-[#16]-[#6]-1-2)-[#6]-[#8])-[#6](-[#8])=[#8])=[#8])=[#8],7
[#6]-[#6](=[#6]-[#6]-[#6]-[#6](-[#6](-[#6]-1(-[#6])-[#6]-[#6]-[#6]-2=[#6](-[#6]-[#6]-[#6]-3-[#6](-[#6])-[#6](-[#8])-[#6]-[#6]-[#6]-2-3-[#6])-[#6]-1)-[#6]-[#6])-[#6])-[#6],7
[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6],7
[#8]-[#6]-[#6](-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#8])-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8],7
[#6]-[#6]:1:[#7]:[#6]:[#6](:[#6](:[#7]:1)-[#7])-[#6]-[#7]:1:[#6](:[#16]:[#6](:[#6]:1-[#6])-[#6]-[#6]-[#8]-[#15](-[#8]-[#15](-[#8])(-[#8])=[#8])(-[#8])=[#8])-[#6](-[#8])-[#6],7
