,compounds,number_chiral_centers,weight
1084,C05125,0,469.3669
1085,C05127,0,125.1716
1086,C05130,0,110.1139
1087,C05139,7,304.4238
1088,C05141,6,288.3814
1089,C05143,6,311.2873
1090,C05167,0,0.0
1091,C05176,1,299.3642
1092,C05196,-1,0.0
1093,C05197,0,0.0
1094,C05198,4,251.2419
1095,C05199,-1,0.0
1096,C05202,1,315.3636
1097,C05212,1,0.0
1098,C05223,0,0.0
1099,C05232,6,0.0
1100,C05258,6,1021.9423
1101,C05259,5,1019.9264
1102,C05260,6,993.8892
1103,C05261,5,991.8733
1104,C05262,6,965.836
1105,C05263,5,963.8201
1106,C05264,6,937.7828
1107,C05265,5,935.7669999999999
1108,C05266,6,909.7297
1109,C05267,5,907.7138
1110,C05268,6,881.6765
1111,C05269,5,879.6606
1112,C05270,5,865.6771
1113,C05271,5,863.6612
1114,C05272,5,1003.927
1115,C05273,5,975.8739
1116,C05274,5,921.7834
1117,C05275,5,919.7676
1118,C05276,5,891.7144
1119,C05279,5,945.8048
1120,C05280,5,945.8048
1121,C05284,6,302.4079
1122,C05291,7,304.4238
1123,C05296,6,302.4079
1124,C05298,4,286.3655
1125,C05299,4,300.3921
1126,C05300,5,286.3655
1127,C05301,5,288.3814
1128,C05302,5,302.4079
1129,C05309,-1,0.0
1130,C05312,0,0.0
1131,C05329,6,0.0
1132,C05332,0,121.1796
1133,C05335,1,196.1063
1134,C05336,13,0.0
1135,C05337,15,1142.0908
1136,C05345,4,260.1358
1137,C05356,1,336.4657
1138,C05359,-1,0.0
1139,C05360,0,30.0293
1140,C05361,0,32.0452
1141,C05378,4,340.1157
1142,C05379,0,190.1076
1143,C05381,0,527.403
1144,C05382,4,290.1618
1145,C05394,4,178.14
1146,C05399,9,344.3124
1147,C05400,9,342.2965
1148,C05401,6,254.2344
1149,C05402,9,342.2965
1150,C05403,8,340.2806
1151,C05404,14,504.4371
1152,C05413,0,544.9362
1153,C05414,0,542.9203
1154,C05421,0,544.9362
1155,C05422,2,174.1082
1156,C05430,0,540.9044
1157,C05431,0,538.8885
1158,C05432,0,536.8726
1159,C05433,0,536.8726
1160,C05434,0,538.8885
1161,C05435,0,536.8726
1162,C05437,7,384.6377
1163,C05439,7,384.6377
1164,C05440,4,394.6325
1165,C05444,10,420.6682
1166,C05445,10,418.6523
1167,C05449,15,1198.1541
1168,C05467,16,1214.1535
1169,C05512,3,252.2267
1170,C05519,2,119.1192
1171,C05526,3,426.4658
1172,C05527,0,152.1259
1173,C05528,0,168.1253
1174,C05533,0,204.1342
1175,C05544,1,0.0
1176,C05545,1,0.0
1177,C05565,0,172.1387
1178,C05575,1,198.2422
1179,C05576,0,170.1626
1180,C05577,0,168.1467
1181,C05578,0,149.1467
1182,C05579,0,147.1308
1183,C05580,0,184.1461
1184,C05581,0,166.1739
1185,C05582,0,182.1733
1186,C05583,0,182.1733
1187,C05584,0,198.1727
1188,C05587,0,167.205
1189,C05588,1,197.231
1190,C05589,1,183.2044
1191,C05593,0,152.1473
1192,C05594,0,184.1892
1193,C05601,0,190.1507
1194,C05634,0,175.18400000000003
1195,C05635,0,191.1834
1196,C05636,0,180.2038
1197,C05637,0,161.1574
1198,C05638,0,180.2038
1199,C05639,0,161.1574
1200,C05640,0,300.2231
1201,C05642,0,264.2771
1202,C05643,0,248.2777
1203,C05645,0,223.1822
1204,C05646,0,219.1935
1205,C05647,0,208.2139
1206,C05648,1,252.2234
1207,C05651,1,224.2133
1208,C05653,0,165.1461
1209,C05662,2,206.1501
1210,C05665,0,73.0938
1211,C05668,5,839.5968
1212,C05670,0,70.0931
1213,C05673,4,430.2448
1214,C05674,4,473.3325
1215,C05675,1,0.0
1216,C05684,0,126.9582
1217,C05686,4,474.1794
1218,C05688,1,168.0532
1219,C05689,1,182.0798
1220,C05691,5,446.3403
1221,C05692,5,431.3058
1222,C05695,1,311.1937
1223,C05696,4,554.1593
1224,C05697,0,144.9735
1225,C05698,1,182.0798
1226,C05699,2,269.1571
1227,C05702,0,199.0991
1228,C05703,0,95.0025
1229,C05711,2,243.2166
1230,C05712,0,0.0
1231,C05713,5,0.0
1232,C05714,0,70.0931
1233,C05715,0,128.1292
1234,C05729,1,0.0
1235,C05744,0,0.0
1236,C05745,0,0.0
1237,C05746,0,0.0
1238,C05747,1,0.0
1239,C05748,0,0.0
1240,C05749,0,0.0
1241,C05750,0,0.0
1242,C05751,0,0.0
1243,C05752,0,0.0
1244,C05753,0,0.0
1245,C05754,0,0.0
1246,C05755,0,0.0
1247,C05756,0,0.0
1248,C05757,1,0.0
1249,C05758,0,0.0
1250,C05759,0,0.0
1251,C05760,0,0.0
1252,C05761,0,0.0
1253,C05762,0,0.0
1254,C05763,0,0.0
1255,C05764,0,0.0
1256,C05766,0,836.7946
1257,C05768,0,660.7566
1258,C05778,4,862.8318
1259,C05787,10,936.9104
1260,C05791,0,590.7098
1261,C05796,10,0.0
1262,C05803,0,546.8229
1263,C05804,0,560.8494
1264,C05809,0,683.0569
1265,C05813,0,683.0569
1266,C05814,0,697.0835
1267,C05819,0,0.0
1268,C05823,1,122.1429
1269,C05827,0,124.1405
1270,C05828,0,140.1399
1271,C05838,0,164.158
1272,C05839,5,326.2986
1273,C05841,4,256.232
1274,C05844,1,254.2609
1275,C05847,0,0.0
1276,C05848,0,0.0
1277,C05850,0,0.0
1278,C05852,0,152.1473
1279,C05859,0,0.0
1280,C05860,15,0.0
1281,C05861,20,0.0
1282,C05921,7,573.5166
1283,C05922,4,541.1957
1284,C05923,4,513.1856
1285,C05924,3,395.3518
1286,C05928,3,602.5533
1287,C05929,4,0.0
1288,C05936,0,129.157
1289,C05938,2,147.1293
1290,C05946,1,162.0975
1291,C05947,2,163.1287
1292,C05951,3,496.6599
1293,C05966,1,336.4657
1294,C05973,1,0.0
1295,C05977,1,0.0
1296,C05980,2,0.0
1297,C05983,4,403.2845
1298,C05984,1,104.1045
1299,C05985,0,54.0474
1300,C05993,4,389.2579
1301,C05998,5,867.6499
1302,C06000,6,853.6234
1303,C06001,1,104.1045
1304,C06002,1,102.0886
1305,C06006,1,146.1412
1306,C06007,2,148.1571
1307,C06010,1,132.1146
1308,C06023,15,0.0
1309,C06032,2,148.114
1310,C06037,11,0.0
1311,C06054,1,214.0673
1312,C06055,2,215.0985
1313,C06056,2,135.1186
1314,C06081,0,0.0
1315,C06102,0,130.1418
1316,C06103,0,132.1577
1317,C06109,-1,0.0
1318,C06110,-1,0.0
1319,C06112,13,0.0
1320,C06113,13,0.0
1321,C06114,1,199.2071
1322,C06118,8,352.2482
1323,C06123,0,238.4088
1324,C06124,2,379.4718
1325,C06125,5,0.0
1326,C06126,12,0.0
1327,C06135,17,0.0
1328,C06136,22,0.0
1329,C06148,0,513.1856
1330,C06157,1,0.0
1331,C06174,5,299.3642
1332,C06178,0,84.1396
1333,C06197,8,756.4071
1334,C06201,0,190.1507
1335,C06206,0,202.1012
1336,C06215,12,0.0
1337,C06222,4,290.1618
1338,C06232,0,161.9535
1339,C06244,0,59.0672
1340,C06249,1,0.0
1341,C06250,2,0.0
1342,C06254,0,0.0
1343,C06316,1,146.0981
1344,C06329,0,192.5539
1345,C06370,5,0.0
1346,C06376,4,301.1877
1347,C06377,4,259.151
1348,C06412,-1,0.0
1349,C06427,0,278.4296
1350,C06459,0,168.1513
1351,C06481,13,0.0
1352,C06604,0,291.2606
1353,C06606,0,275.195
1354,C06611,0,92.5242
1355,C06612,0,92.5242
1356,C06613,0,90.5083
1357,C06614,0,106.5077
1358,C06615,0,106.5077
1359,C06672,0,168.1467
1360,C06714,5,925.686
1361,C06715,5,923.6701
1362,C06730,0,124.1372
1363,C06741,-1,0.0
1364,C06751,1,0.0
1365,C06754,0,78.4976
1366,C06755,0,94.49700000000001
1367,C06790,0,131.3883
1368,C06800,0,312.2736
1369,C06868,0,236.2686
1370,C06899,0,165.403
1371,C07047,0,261.086
1372,C07054,0,137.1393
1373,C07073,0,234.3373
1374,C07086,0,136.1479
1375,C07090,0,96.0841
1376,C07091,0,114.0993
1377,C07108,0,371.5146
1378,C07118,5,913.6769
1379,C07281,1,0.0
1380,C07282,1,0.0
1381,C07296,5,1005.9429
1382,C07297,5,1062.0062
1383,C07299,-1,0.0
1384,C07300,-1,0.0
1385,C07330,0,84.1164
1386,C07446,0,123.1094
1387,C07447,0,74.0818
1388,C07480,0,180.16400000000002
1389,C07481,0,194.1906
1390,C07490,0,149.4036
1391,C07496,0,252.268
1392,C07535,0,252.3093
1393,C07572,0,324.3919
1394,C07585,0,179.176
1395,C07645,0,277.0854
1396,C07646,0,293.0848
1397,C07649,0,130.0772
1398,C08249,3,277.191
1399,C08276,0,120.1701
1400,C08325,11,457.4285
1401,C08334,6,261.2717
1402,C08492,0,100.1589
1403,C08586,1,536.8726
1404,C08607,0,498.7385
1405,C08613,0,534.8568
1406,C08821,8,412.6908
1407,C08830,9,440.744
1408,C09332,3,574.5432
1409,C09814,0,103.1213
1410,C09815,0,121.1366
1411,C09819,7,973.7288
1412,C09820,6,971.7129
1413,C10974,0,101.1469
1414,C11004,0,121.1796
1415,C11038,3,417.20300000000003
1416,C11039,3,497.1829
1417,C11088,0,187.8612
1418,C11145,0,96.1057
1419,C11148,0,147.3877
1420,C11150,0,163.3871
1421,C11173,1,392.4046
1422,C11278,2,635.5965
1423,C11355,2,225.19799999999998
1424,C11376,6,568.5287
1425,C11455,6,410.6749
1426,C11475,9,0.0
1427,C11508,7,410.6749
1428,C11522,8,412.6908
1429,C11524,-1,0.0
1430,C11525,-1,0.0
1431,C11526,6,740.0152
1432,C11537,1,170.1411
1433,C11555,6,500.0755
1434,C11556,7,0.0
1435,C11557,7,0.0
1436,C11572,11,0.0
1437,C11583,0,566.3936
1438,C11735,0,103.1198
1439,C11785,5,271.3111
1440,C11821,0,184.1097
1441,C11823,0,0.0
1442,C11907,7,546.3137
1443,C11924,0,166.217
1444,C11945,5,917.7517
1445,C11946,5,917.7517
1446,C11947,5,935.7669999999999
1447,C12126,2,0.0
1448,C12144,3,317.5072
1449,C12145,3,0.0
1450,C12146,5,0.0
1451,C12205,0,196.1999
1452,C12214,3,259.151
1453,C12215,2,199.0991
1454,C12248,0,202.1249
1455,C12270,2,304.2533
1456,C12448,2,199.2469
1457,C12455,0,101.1469
1458,C12632,10,638.4845
1459,C12650,4,359.3501
1460,C12673,0,200.1671
1461,C12739,4,246.1924
1462,C12834,0,208.9837
1463,C12835,0,226.99900000000002
1464,C12838,0,140.0936
1465,C13378,0,485.3663
1466,C13425,0,546.8229
1467,C13645,0,80.9119
1468,C13747,0,180.16400000000002
1469,C14040,0,173.1681
1470,C14088,0,152.1473
1471,C14089,0,158.1965
1472,C14090,0,156.1806
1473,C14099,0,156.1806
1474,C14103,0,152.1473
1475,C14109,0,168.1467
1476,C14110,0,140.1366
1477,C14144,5,893.6442
1478,C14145,6,911.6594
1479,C14151,3,402.6529
1480,C14152,1,416.6795
1481,C14153,1,424.6585
1482,C14154,1,410.6319
1483,C14155,1,410.6319
1484,C14156,1,396.6053
1485,C14180,2,337.3495
1486,C14463,1,146.1412
1487,C14556,0,268.3087
1488,C14749,1,320.4663
1489,C14768,0,320.4663
1490,C14769,0,320.4663
1491,C14770,0,320.4663
1492,C14771,0,320.4663
1493,C14778,1,320.4663
1494,C14781,1,336.4657
1495,C14782,1,354.481
1496,C14786,2,144.1699
1497,C14787,2,144.1699
1498,C14791,4,451.4934
1499,C14792,4,451.4934
1500,C14793,4,451.4934
1501,C14800,0,189.1675
1502,C14802,0,189.1675
1503,C14803,2,496.491
1504,C14804,2,496.491
1505,C14805,2,496.491
1506,C14806,2,496.491
1507,C14813,0,336.4657
1508,C14814,0,354.481
1509,C14818,0,55.845
1510,C14819,0,55.845
1511,C14825,2,296.4449
1512,C14826,2,296.4449
1513,C14839,0,173.0073
1514,C14840,0,173.0073
1515,C14847,2,480.3308
1516,C14848,2,480.3308
1517,C14849,0,268.3087
1518,C14850,0,268.3087
1519,C14851,0,268.3087
1520,C14852,0,286.324
1521,C14853,0,302.3234
1522,C14854,0,284.3081
1523,C14855,2,575.6322
1524,C14856,2,575.6322
1525,C14857,0,112.9427
1526,C14858,0,112.9427
1527,C14859,0,112.9427
1528,C14861,2,420.2662
1529,C14863,4,654.6678
1530,C14864,2,383.8052
1531,C14865,2,383.8052
1532,C14866,0,147.3877
1533,C14868,2,402.2509
1534,C14870,0,122.9486
1535,C14871,2,349.3602
1536,C14874,2,334.3687
1537,C15496,0,0.0
1538,C15498,0,0.0
1539,C15521,0,0.0
1540,C15522,4,257.2465
1541,C15527,2,850.8211
1542,C15532,1,217.2224
1543,C15544,10,0.0
1544,C15556,0,184.0844
1545,C15565,1,0.0
1546,C15571,0,110.1106
1547,C15572,0,124.1372
1548,C15573,10,0.0
1549,C15574,15,0.0
1550,C15575,10,0.0
1551,C15576,15,0.0
1552,C15584,0,94.1112
1553,C15585,-1,0.0
1554,C15602,-1,0.0
1555,C15603,-1,0.0
1556,C15604,0,0.0
1557,C15605,1,236.22400000000002
1558,C15606,0,162.2068
1559,C15613,17,1200.17
1560,C15647,0,0.0
1561,C15650,0,242.1867
1562,C15651,0,242.1867
1563,C15653,2,0.0
1564,C15656,25,0.0
1565,C15776,8,412.6908
1566,C15777,8,398.6642
1567,C15778,6,396.6484
1568,C15780,7,396.6484
1569,C15781,7,398.6642
1570,C15782,8,412.6908
1571,C15783,4,410.6749
1572,C15785,8,398.6642
1573,C15786,8,400.6801
1574,C15796,8,414.6636
1575,C15797,9,416.6795
1576,C15804,-1,0.0
1577,C15805,-1,0.0
1578,C15806,-1,0.0
1579,C15807,-1,0.0
1580,C15808,6,442.6737
1581,C15810,0,0.0
1582,C15811,1,0.0
1583,C15812,1,0.0
1584,C15814,0,0.0
1585,C15816,4,396.6484
1586,C15853,0,143.23
1587,C15854,1,0.0
1588,C15867,0,534.8568
1589,C15930,4,196.1553
1590,C15972,1,0.0
1591,C15973,1,0.0
1592,C15974,0,511.4467
1593,C15975,1,0.0
1594,C15976,0,497.4201
1595,C15977,1,0.0
1596,C15978,1,511.4467
1597,C15979,2,0.0
1598,C15980,6,851.6505
1599,C15998,2,165.2107
1600,C15999,2,165.2107
1601,C16074,0,117.1479
1602,C16153,8,535.2909999999998
1603,C16154,8,563.3011
1604,C16155,7,534.2599
1605,C16168,5,1106.0603
1606,C16169,5,1078.0071
1607,C16172,5,1108.0762
1608,C16173,5,1080.0230000000001
1609,C16216,5,1047.9796
1610,C16217,5,1049.9955
1611,C16218,5,1031.9802
1612,C16219,0,0.0
1613,C16220,1,0.0
1614,C16236,0,0.0
1615,C16237,1,0.0
1616,C16239,1,0.0
1617,C16240,0,0.0
1618,C16254,1,0.0
1619,C16255,1,0.0
1620,C16291,0,538.8885
1621,C16310,0,98.14299999999999
1622,C16327,7,1043.9478
1623,C16328,7,1041.932
1624,C16329,7,1059.9472
1625,C16330,7,1057.9314
1626,C16331,7,1015.8947
1627,C16332,7,1013.8788
1628,C16333,7,1031.8941
1629,C16334,7,1029.8782
1630,C16335,7,987.8415
1631,C16336,7,985.8256
1632,C16337,7,1003.8409
1633,C16338,7,1001.825
1634,C16339,7,959.7884
1635,C16348,0,90.5083
1636,C16353,0,166.1374
1637,C16355,0,182.1368
1638,C16356,0,196.1634
1639,C16358,0,166.1374
1640,C16359,0,182.1368
1641,C16360,0,196.1634
1642,C16361,0,210.19
1643,C16362,0,200.1952
1644,C16374,5,1104.0444
1645,C16376,5,1120.0438
1646,C16387,5,1106.0603
1647,C16389,5,1122.0597
1648,C16453,0,207.2291
1649,C16466,5,919.7245
1650,C16468,5,875.6719
1651,C16469,5,893.6872
1652,C16470,5,877.6878
1653,C16471,5,891.6713
1654,C16472,0,128.1011
1655,C16473,0,128.1011
1656,C16474,0,160.0999
1657,C16475,0,160.0999
1658,C16476,0,160.0999
1659,C16477,0,160.0999
1660,C16487,0,20.0063
1661,C16502,0,236.3499
1662,C16543,1,518.561
1663,C16545,0,387.514
1664,C16546,0,357.48800000000006
1665,C16547,0,373.4874
1666,C16550,0,198.5877
1667,C16551,0,279.1012
1668,C16555,0,198.5877
1669,C16560,0,250.3367
1670,C16561,0,206.2841
1671,C16565,0,159.2724
1672,C16586,0,195.2151
1673,C16587,0,193.1992
1674,C16591,0,209.1986
1675,C16595,0,193.1992
1676,C16596,0,191.1834
1677,C16607,0,340.3913
1678,C16608,0,310.3654
1679,C16609,0,296.3388
1680,C16612,0,295.3077
1681,C16613,0,184.1759
1682,C16618,4,380.27099999999996
1683,C16619,4,379.2862
1684,C16633,4,262.1918
1685,C16634,4,342.1717
1686,C16635,4,245.2077
1687,C16636,-1,0.0
1688,C16641,1,586.678
1689,C16647,0,131.1729
1690,C16663,-1,0.0
1691,C16664,-1,0.0
1692,C16669,8,0.0
1693,C16675,0,179.1793
1694,C16677,0,316.4345
1695,C16679,0,316.4345
1696,C16680,0,316.4345
1697,C16688,9,422.2764
1698,C16720,2,0.0
1699,C16736,0,0.0
1700,C16738,0,0.0
1701,C16739,3,0.0
1702,C16756,2,328.273
1703,C16818,7,358.6004
1704,C16828,0,178.1415
1705,C16832,1,0.0
1706,C16834,0,88.1482
1707,C16835,0,86.0892
1708,C16836,0,212.2887
1709,C16837,0,144.1717
1710,C17023,-1,0.0
1711,C17202,1,0.0
1712,C17207,14,0.0
1713,C17234,0,101.1039
1714,C17324,12,0.0
1715,C17325,12,0.0
1716,C17343,17,1200.17
1717,C17345,16,1184.1706
1718,C17346,16,1184.1706
1719,C17509,16,0.0
1720,C17510,12,0.0
1721,C17560,0,0.0
1722,C17561,0,0.0
1723,C18040,7,332.477
1724,C18060,5,301.1877
1725,C18075,7,304.4238
1726,C18091,0,74.0587
1727,C18096,3,260.1358
1728,C18237,3,521.2747
1729,C18239,4,363.2206
1730,C18240,0,247.8909
1731,C18241,0,279.8897
1732,C18242,0,243.4287
1733,C18243,0,261.444
1734,C18304,0,188.5652
1735,C18305,0,206.5805
1736,C18309,0,188.5652
1737,C18310,0,206.5805
1738,C18796,1,99.1311
1739,C18902,0,127.0013
1740,C18910,3,355.2417
1741,C19488,0,256.341
1742,C19489,0,272.3404
1743,C19490,2,290.3557
1744,C19559,4,306.3551
1745,C19563,0,223.2285
1746,C19566,0,223.2285
1747,C19574,0,209.245
1748,C19577,0,225.2444
1749,C19580,0,225.2444
1750,C19585,3,328.273
1751,C19586,4,328.273
1752,C19594,4,344.2724
1753,C19595,4,328.273
1754,C19604,0,272.3404
1755,C19673,0,0.0
1756,C19691,1,325.5092
1757,C19776,0,0.0
1758,C19803,2,0.0
1759,C19845,0,0.0
1760,C19848,7,724.5578
1761,C19858,0,0.0
1762,C19859,0,0.0
1763,C19891,6,180.1559
1764,C19892,0,482.7391
1765,C19935,0,42.0201
1766,C19937,1,312.4443
1767,C19967,3,523.1804
1768,C19968,3,363.2206
1769,C20119,6,0.0
1770,C20120,6,0.0
1771,C20183,4,458.235
1772,C20246,1,267.1962
1773,C20247,0,267.1962
1774,C20251,5,178.14
1775,C20258,2,187.1501
1776,C20372,0,0.0
1777,C20373,0,0.0
1778,C20375,0,0.0
1779,C20376,0,0.0
1780,C20377,0,0.0
1781,C20446,12,0.0
1782,C20482,9,683.4563
1783,C20483,9,763.4362
1784,C20505,2,400.3356
1785,C20506,1,402.3515
1786,C20507,2,358.29900000000015
1787,C20508,1,360.3148
1788,C20513,2,367.4415
1789,C20607,2,381.4681
1790,C20641,6,492.3346
1791,C20646,1,178.1846
1792,C20647,12,0.0
1793,C20648,12,0.0
1794,C20649,13,0.0
1795,C20652,13,0.0
1796,C20659,13,0.0
1797,C20660,13,0.0
1798,C20663,1,0.0
1799,C20680,2,178.14
1800,C20688,12,0.0
1801,C20691,12,0.0
1802,C20722,7,0.0
1803,C20751,14,0.0
1804,C20776,3,433.3673
1805,C20796,12,0.0
1806,C20858,1,0.0
1807,C20863,12,0.0
1808,C20864,12,0.0
1809,C20876,5,0.0
1810,C20877,5,0.0
1811,C20878,6,0.0
1812,C20879,5,0.0
1813,C20895,2,179.2157
1814,C20904,0,87.0773
1815,C20905,0,101.1039
1816,C20969,0,142.0047
1817,C20995,3,462.4979
1818,C21015,2,232.2337
1819,C21016,2,289.2851
1820,C21017,0,483.3935
1821,C21018,1,0.0
1822,C21020,4,0.0
1823,C21031,9,0.0
1824,C21072,5,1003.927
1825,C21113,4,336.235
1826,C21188,1,0.0
1827,C21189,1,0.0
1828,C21190,1,0.0
1829,C21299,0,0.0
1830,C21300,0,0.0
1831,C21440,1,0.0
1832,C21486,3,537.3403
1833,C21748,4,422.1516
1834,C21749,4,502.1315
1835,C21750,3,406.1522
1836,C21751,3,486.1321
1837,C21754,0,106.1021
1838,C21758,-1,0.0
1839,C22111,2,320.4663
1840,C22112,8,428.6472
1841,C22136,6,382.6218
1842,C22150,-1,0.0
1843,C22151,-1,0.0
1844,C22154,-1,0.0
1845,C22155,-1,0.0
1846,C22157,0,0.0
1847,C22158,0,0.0
1848,C22159,0,0.0
1849,C22160,0,0.0
1850,C00072,2,176.1241
1851,C00138,-1,0.0
1852,C00139,-1,0.0
1853,C00178,0,126.1133
1854,C00223,5,913.6769
1855,C00261,0,106.1219
1856,C00266,0,60.052
1857,C00301,8,559.3157
1858,C00305,0,24.305
1859,C00323,5,929.6763
1860,C00325,9,589.3417
1861,C00388,0,111.1451
1862,C00389,0,302.2357
1863,C00406,5,943.7028
1864,C00411,5,973.7288
1865,C00429,0,114.1026
1866,C00436,0,131.1762
1867,C00482,0,224.21
1868,C00498,9,589.3417
1869,C00500,0,582.6463
1870,C00509,1,272.2528
1871,C00513,4,477.255
1872,C00532,2,152.1458
1873,C00540,5,897.6775
1874,C00553,3,156.2652
1875,C00583,0,76.0944
1876,C00584,4,352.4651
1877,C00609,0,0.0
1878,C00612,0,187.2825
1879,C00666,2,190.1971
1880,C00680,2,190.1971
1881,C00693,0,0.0
1882,C00717,0,0.0
1883,C00729,0,141.2108
1884,C00736,0,121.1582
1885,C00766,0,224.2546
1886,C00774,0,274.2687
1887,C00783,0,139.1949
1888,C00843,2,154.2493
1889,C00852,4,354.3087
1890,C00859,8,348.3903
1891,C00882,5,687.5542
1892,C00885,2,226.1828
1893,C00903,0,132.1592
1894,C00933,0,310.3655
1895,C00935,7,536.2758
1896,C00937,1,74.0785
1897,C00940,0,145.1134
1898,C00974,2,288.2522
1899,C00991,-1,0.0
1900,C01025,0,0.0
1901,C01041,0,175.1162
1902,C01069,5,329.3688
1903,C01078,1,0.0
1904,C01112,3,230.1098
1905,C01115,4,178.14
1906,C01117,4,0.0
1907,C01126,0,222.3663
1908,C01159,1,266.0371
1909,C01175,5,386.3506
1910,C01182,2,310.0897
1911,C01187,4,238.192
1912,C01203,0,0.0
1913,C01205,1,103.1198
1914,C01210,0,155.0896
1915,C01222,8,587.3258
1916,C01226,2,292.4131
1917,C01243,6,420.0956
1918,C01268,4,354.2106
1919,C01370,0,0.0
1920,C01378,2,288.2522
1921,C01389,2,296.531
1922,C01469,4,0.0
1923,C01530,0,284.4772
1924,C01571,0,172.2646
1925,C01617,2,304.2516
1926,C01678,0,77.1487
1927,C01697,4,182.1718
1928,C01785,0,110.1106
1929,C01802,8,384.6377
1930,C01810,19,0.0
1931,C01816,0,240.4677
1932,C01825,4,180.1559
1933,C01838,0,268.4778
1934,C01967,0,795.2265
1935,C01972,16,0.0
1936,C02003,0,0.0
1937,C02028,0,0.0
1938,C02034,6,362.4168
1939,C02035,7,332.3909
1940,C02041,5,1062.0492
1941,C02050,5,1029.9643
1942,C02060,8,1062.0492
1943,C02061,0,0.0
1944,C02099,1,224.2546
1945,C02101,24,0.0
1946,C02119,0,0.0
1947,C02139,3,614.9733
1948,C02198,5,352.4651
1949,C02226,0,130.0987
1950,C02249,5,1053.9857
1951,C02280,9,605.3411
1952,C02315,2,0.0
1953,C02345,1,226.2705
1954,C02362,0,131.0868
1955,C02394,0,134.1751
1956,C02471,2,0.0
1957,C02557,5,867.6069
1958,C02567,0,244.3769
1959,C02582,2,0.0
1960,C02591,9,422.2764
1961,C02612,1,148.114
1962,C02642,0,132.1179
1963,C02666,0,178.1846
1964,C02679,0,200.3178
1965,C02730,0,222.1941
1966,C02745,-1,0.0
1967,C02755,4,0.0
1968,C02763,0,164.158
1969,C02816,1,0.0
1970,C02850,1,0.0
1971,C02869,-1,0.0
1972,C02880,1,612.9574
1973,C02906,2,320.251
1974,C02947,3,320.2940000000001
1975,C02985,5,244.1364
1976,C03035,5,1027.9484
1977,C03089,3,180.2221
1978,C03160,5,971.7129
1979,C03226,0,781.1999
1980,C03242,0,306.4828
1981,C03516,0,584.9473
1982,C03579,9,364.3897
1983,C03595,5,1056.0016
1984,C03617,14,0.0
1985,C03641,6,410.5442
1986,C03648,3,290.2681
1987,C03657,0,204.1788
1988,C03684,0,237.2153
1989,C03719,0,167.2282
1990,C03737,4,230.1098
1991,C03861,0,214.1736
1992,C03866,17,0.0
1993,C03906,4,230.1098
1994,C03941,1,0.0
1995,C03972,1,171.1507
1996,C04037,5,274.1193
1997,C04062,6,340.1157
1998,C04063,6,340.1157
1999,C04083,0,203.2437
2000,C04088,0,0.0
2001,C04089,8,548.2865
2002,C04121,9,543.3732
2003,C04131,0,0.0
2004,C04160,12,0.0
2005,C04197,5,337.3246
2006,C04244,0,239.2312
2007,C04258,13,0.0
2008,C04262,1,0.0
2009,C04384,15,0.0
2010,C04398,2,0.0
2011,C04443,0,316.2623
2012,C04454,3,356.2264
2013,C04459,17,0.0
2014,C04478,4,318.1719
2015,C04520,6,500.0755
2016,C04536,0,598.9739
2017,C04579,6,580.0554
2018,C04649,15,0.0
2019,C04652,11,1018.0271
2020,C04672,1,292.4131
2021,C04702,15,1149.9363
2022,C04717,1,312.4443
2023,C04738,10,833.7087
2024,C04780,2,294.4290000000001
2025,C04785,1,310.4284
2026,C04824,7,711.8611
2027,C04825,15,0.0
2028,C04833,16,0.0
2029,C04851,11,1673.0374
2030,C04882,16,1193.9458
2031,C04914,0,0.0
2032,C04919,14,1405.7069
2033,C04932,14,1325.727
2034,C04937,0,0.0
2035,C04944,15,0.0
2036,C05107,7,382.6218
2037,C05109,7,428.7333
2038,C05200,0,562.8223
2039,C05227,-1,0.0
2040,C05306,5,893.4889999999997
2041,C05307,4,907.4725
2042,C05313,0,576.8488
2043,C05324,3,303.3116
2044,C05350,0,180.1574
2045,C05385,5,274.1193
2046,C05427,2,456.4908
2047,C05546,1,0.0
2048,C05608,0,148.1586
2049,C05610,0,208.2106
2050,C05619,0,210.1834
2051,C05631,1,288.2522
2052,C05690,1,211.1409
2053,C05726,1,0.0
2054,C05727,1,0.0
2055,C05805,0,576.8488
2056,C05815,0,713.0829
2057,C05817,2,240.2094
2058,C05840,0,131.0868
2059,C05893,16,1876.23
2060,C05897,12,1717.0469
2061,C05898,17,1920.2395
2062,C05902,0,300.2629
2063,C05903,0,286.2363
2064,C05904,0,271.2448
2065,C05905,0,287.2442
2066,C05906,3,306.2675
2067,C05907,1,290.2681
2068,C05908,0,303.2436
2069,C05909,3,322.2669
2070,C05911,1,304.2516
2071,C05913,1,584.6621
2072,C05933,1,190.2004
2073,C05981,7,0.0
2074,C05999,0,74.0785
2075,C06022,10,791.6721
2076,C06024,19,1625.8836
2077,C06025,24,1846.0603
2078,C06060,-1,0.0
2079,C06082,1,264.3169
2080,C06089,3,450.4432
2081,C06090,4,272.4681
2082,C06094,7,348.4333
2083,C06095,7,364.4327
2084,C06096,8,348.3903
2085,C06098,2,568.8714
2086,C06186,5,272.2512
2087,C06192,9,589.3417
2088,C06403,1,0.0
2089,C06404,1,0.0
2090,C06423,0,144.2114
2091,C06424,0,228.3709
2092,C06425,0,312.5304
2093,C06426,0,278.4296
