,compounds,number_chiral_centers,weight
1027,C05335,1,196.1063
1028,C05336,13,0.0
1029,C05345,4,260.1358
1030,C05356,1,336.4657
1031,C05357,-1,0.0
1032,C05358,-1,0.0
1033,C05359,-1,0.0
1034,C05361,0,32.0452
1035,C05364,0,202.1183
1036,C05375,0,186.1189
1037,C05378,4,340.1157
1038,C05379,0,190.1076
1039,C05381,0,527.403
1040,C05382,4,290.1618
1041,C05413,0,544.9362
1042,C05421,0,544.9362
1043,C05422,2,174.1082
1044,C05444,10,420.6682
1045,C05445,10,418.6523
1046,C05463,9,499.7036
1047,C05464,10,449.6233
1048,C05465,10,499.7036
1049,C05466,10,449.6233
1050,C05485,6,332.477
1051,C05487,7,348.4764
1052,C05488,6,346.4605
1053,C05489,8,364.4758
1054,C05512,3,252.2267
1055,C05526,3,426.4658
1056,C05527,0,152.1259
1057,C05528,0,168.1253
1058,C05551,3,334.3901
1059,C05576,0,170.1626
1060,C05577,0,168.1467
1061,C05578,0,149.1467
1062,C05579,0,147.1308
1063,C05593,0,152.1473
1064,C05600,0,172.1354
1065,C05601,0,190.1507
1066,C05610,0,208.2106
1067,C05616,0,184.1461
1068,C05634,0,175.18400000000003
1069,C05635,0,191.1834
1070,C05640,0,300.2231
1071,C05648,1,252.2234
1072,C05651,1,224.2133
1073,C05653,0,165.1461
1074,C05665,0,73.0938
1075,C05668,5,839.5968
1076,C05670,0,70.0931
1077,C05684,0,126.9582
1078,C05686,4,474.1794
1079,C05688,1,168.0532
1080,C05689,1,182.0798
1081,C05691,5,446.3403
1082,C05692,5,431.3058
1083,C05695,1,311.1937
1084,C05696,4,554.1593
1085,C05697,0,144.9735
1086,C05698,1,182.0798
1087,C05703,0,95.0025
1088,C05711,2,243.2166
1089,C05714,0,70.0931
1090,C05715,0,128.1292
1091,C05726,1,0.0
1092,C05729,1,0.0
1093,C05744,0,0.0
1094,C05745,0,0.0
1095,C05746,0,0.0
1096,C05747,1,0.0
1097,C05748,0,0.0
1098,C05749,0,0.0
1099,C05750,0,0.0
1100,C05751,0,0.0
1101,C05752,0,0.0
1102,C05753,0,0.0
1103,C05754,0,0.0
1104,C05755,0,0.0
1105,C05756,0,0.0
1106,C05757,1,0.0
1107,C05758,0,0.0
1108,C05759,0,0.0
1109,C05760,0,0.0
1110,C05761,0,0.0
1111,C05762,0,0.0
1112,C05763,0,0.0
1113,C05764,0,0.0
1114,C05766,0,836.7946
1115,C05768,0,660.7566
1116,C05772,4,878.8743
1117,C05773,9,938.9016
1118,C05774,9,990.0874
1119,C05775,4,278.3037
1120,C05778,4,862.8318
1121,C05803,0,546.8229
1122,C05804,0,560.8494
1123,C05805,0,576.8488
1124,C05809,0,683.0569
1125,C05811,0,655.0468
1126,C05812,0,669.0734
1127,C05813,0,683.0569
1128,C05814,0,697.0835
1129,C05815,0,713.0829
1130,C05819,0,0.0
1131,C05822,4,323.1965
1132,C05829,1,190.15400000000002
1133,C05840,0,131.0868
1134,C05841,4,256.232
1135,C05844,1,254.2609
1136,C05847,0,0.0
1137,C05848,0,0.0
1138,C05850,0,0.0
1139,C05852,0,152.1473
1140,C05892,13,1007.7805
1141,C05893,16,1876.23
1142,C05897,12,1717.0469
1143,C05898,17,1920.2395
1144,C05921,7,573.5166
1145,C05922,4,541.1957
1146,C05923,4,513.1856
1147,C05924,3,395.3518
1148,C05928,3,602.5533
1149,C05929,4,0.0
1150,C05936,0,129.157
1151,C05938,2,147.1293
1152,C05946,1,162.0975
1153,C05947,2,163.1287
1154,C05951,3,496.6599
1155,C05966,1,336.4657
1156,C05973,1,0.0
1157,C05974,2,0.0
1158,C05983,4,403.2845
1159,C05985,0,54.0474
1160,C05993,4,389.2579
1161,C05998,5,867.6499
1162,C06000,6,853.6234
1163,C06001,1,104.1045
1164,C06002,1,102.0886
1165,C06006,1,146.1412
1166,C06007,2,148.1571
1167,C06010,1,132.1146
1168,C06020,0,0.0
1169,C06021,0,0.0
1170,C06022,10,791.6721
1171,C06024,19,1625.8836
1172,C06025,24,1846.0603
1173,C06032,2,148.114
1174,C06033,0,176.1241
1175,C06054,1,214.0673
1176,C06055,2,215.0985
1177,C06056,2,135.1186
1178,C06060,-1,0.0
1179,C06103,0,132.1577
1180,C06108,0,78.0424
1181,C06112,13,0.0
1182,C06113,13,0.0
1183,C06114,1,199.2071
1184,C06125,5,0.0
1185,C06135,17,0.0
1186,C06143,0,0.0
1187,C06148,0,513.1856
1188,C06156,5,259.151
1189,C06157,1,0.0
1190,C06193,4,363.2206
1191,C06194,4,345.2053
1192,C06196,3,332.2066
1193,C06201,0,190.1507
1194,C06232,0,161.9535
1195,C06241,5,389.2498
1196,C06244,0,59.0672
1197,C06249,1,0.0
1198,C06250,2,0.0
1199,C06251,24,2028.3628
1200,C06319,7,896.9326
1201,C06320,6,894.9168
1202,C06323,0,129.1586
1203,C06324,0,145.158
1204,C06329,0,192.5539
1205,C06399,8,880.9763
1206,C06406,6,894.8737
1207,C06407,4,908.9003
1208,C06408,9,880.9763
1209,C06416,5,922.9269
1210,C06427,0,278.4296
1211,C06468,3,180.1559
1212,C06473,3,194.1394
1213,C06481,13,0.0
1214,C06482,13,0.0
1215,C06485,3,162.1406
1216,C06503,8,879.0068
1217,C06504,9,936.932
1218,C06505,8,936.932
1219,C06506,12,1187.1660000000004
1220,C06507,12,1183.2269999999999
1221,C06508,13,1240.3214
1222,C06509,13,1320.3013
1223,C06510,17,1665.5066
1224,C06567,3,0.0
1225,C06611,0,92.5242
1226,C06612,0,92.5242
1227,C06613,0,90.5083
1228,C06614,0,106.5077
1229,C06615,0,106.5077
1230,C06672,0,168.1467
1231,C06697,0,122.9198
1232,C06714,5,925.686
1233,C06715,5,923.6701
1234,C06730,0,124.1372
1235,C06735,0,59.0672
1236,C06741,-1,0.0
1237,C06754,0,78.4976
1238,C06755,0,94.49700000000001
1239,C06758,0,120.1485
1240,C06790,0,131.3883
1241,C06892,2,178.14
1242,C06893,2,258.1199
1243,C06899,0,165.403
1244,C07054,0,137.1393
1245,C07073,0,234.3373
1246,C07086,0,136.1479
1247,C07090,0,96.0841
1248,C07091,0,114.0993
1249,C07118,5,913.6769
1250,C07209,0,120.1485
1251,C07211,0,136.1479
1252,C07214,0,120.1485
1253,C07215,0,136.1479
1254,C07292,-1,0.0
1255,C07293,-1,0.0
1256,C07301,1,151.1626
1257,C07303,5,961.7181
1258,C07305,-1,0.0
1259,C07335,1,213.0826
1260,C07446,0,123.1094
1261,C07447,0,74.0818
1262,C07478,0,172.1354
1263,C07479,0,172.1354
1264,C07490,0,149.4036
