,compounds,number_chiral_centers,weight
2093,C05448,17,1200.17
2094,C05460,16,1198.1541
2095,C15614,18,1216.1694
2096,C16374,5,1104.0444
2097,C16375,6,1122.0597
2098,C16387,5,1106.0603
2099,C16388,6,1124.0756
2100,C20847,1,228.137
2101,C20848,1,308.1169
2102,C21925,0,0.0
2103,C21926,5,0.0
2104,C01546,0,112.0835
2105,C00836,2,301.5078
2106,C01061,0,200.1455
2107,C02934,1,299.4919
2108,C08276,0,120.1701
2109,C15606,0,162.2068
2110,C20666,0,598.6457
2111,C20667,0,598.6457
2112,C00503,2,122.1198
2113,C03494,2,202.0997
2114,C15492,0,288.4675
2115,C05519,2,119.1192
2116,C01725,8,342.2965
2117,C05986,0,56.0633
2118,C01417,0,43.0247
2119,C01334,0,0.0
2120,C20276,1,476.8191
2121,C20475,9,494.8344
2122,C02457,0,76.0944
2123,C05979,0,60.095
2124,C11145,0,96.1057
2125,C15521,0,0.0
2126,C15596,-1,0.0
2127,C15597,-1,0.0
2128,C01101,2,230.1098
2129,C02782,3,180.1559
2130,C03926,2,178.14
2131,C04349,1,176.1241
2132,C00219,0,304.4669
2133,C00777,0,300.4351
2134,C00829,0,128.1705
2135,C01227,6,288.4244
2136,C01516,5,285.3377
2137,C01595,0,280.4455
2138,C01598,0,232.2783
2139,C05011,0,387.514
2140,C05102,0,0.0
2141,C05139,7,304.4238
2142,C05291,7,304.4238
2143,C05296,6,302.4079
2144,C05298,4,286.3655
2145,C05301,5,288.3814
2146,C05643,0,248.2777
2147,C05892,13,1007.7805
2148,C06174,5,299.3642
2149,C06604,0,291.2606
2150,C06606,0,275.195
2151,C06790,0,131.3883
2152,C06800,0,312.2736
2153,C06868,0,236.2686
2154,C07047,0,261.086
2155,C07073,0,234.3373
2156,C07108,0,371.5146
2157,C07481,0,194.1906
2158,C07496,0,252.268
2159,C07535,0,252.3093
2160,C11148,0,147.3877
2161,C11785,5,271.3111
2162,C12673,0,200.1671
2163,C13747,0,180.16400000000002
2164,C14040,0,173.1681
2165,C14556,0,268.3087
2166,C14749,1,320.4663
2167,C14768,0,320.4663
2168,C14769,0,320.4663
2169,C14770,0,320.4663
2170,C14771,0,320.4663
2171,C14778,1,320.4663
2172,C14781,1,336.4657
2173,C14782,1,354.481
2174,C14802,0,189.1675
2175,C14813,0,336.4657
2176,C14814,0,354.481
2177,C14825,2,296.4449
2178,C14826,2,296.4449
2179,C14849,0,268.3087
2180,C14851,0,268.3087
2181,C14853,0,302.3234
2182,C14854,0,284.3081
2183,C14866,0,147.3877
2184,C16356,0,196.1634
2185,C16358,0,166.1374
2186,C16453,0,207.2291
2187,C16546,0,357.48800000000006
2188,C16547,0,373.4874
2189,C16550,0,198.5877
2190,C16555,0,198.5877
2191,C16560,0,250.3367
2192,C16561,0,206.2841
2193,C16607,0,340.3913
2194,C16677,0,316.4345
2195,C16679,0,316.4345
2196,C16680,0,316.4345
2197,C16756,2,328.273
2198,C16835,0,86.0892
2199,C19488,0,256.341
2200,C19559,4,306.3551
2201,C19563,0,223.2285
2202,C19566,0,223.2285
2203,C19574,0,209.245
2204,C19577,0,225.2444
2205,C19580,0,225.2444
2206,C19585,3,328.273
2207,C19594,4,344.2724
2208,C19595,4,328.273
2209,C11519,0,127.1842
2210,C11520,0,109.1689
2211,C00712,0,282.4614
2212,C01096,4,262.1517
2213,C01229,0,0.0
2214,C03195,1,300.4766
2215,C04340,0,0.0
2216,C02713,5,293.2705
2217,C02999,7,364.3484
2218,C00525,1,204.2252
2219,C00643,1,220.2246
2220,C03761,0,162.1406
2221,C05642,0,264.2771
2222,C05647,0,208.2139
2223,C15605,1,236.22400000000002
2224,C20396,0,96.0224
2225,C04432,12,0.0
2226,C04643,10,406.5555
2227,C20753,12,0.0
2228,C20755,12,0.0
2229,C00518,10,0.0
2230,C00603,1,134.0907
2231,C00802,0,132.0749
2232,C19969,3,507.181
2233,C19970,3,347.2212
2234,C04346,8,547.3448
2235,C16154,8,563.3011
2236,C16156,4,1006.4224
2237,C19745,9,662.3891
2238,C04537,10,0.0
2239,C20768,9,591.3543
2240,C01240,4,0.0
2241,C01367,4,347.2212
2242,C01368,4,324.1813
2243,C02353,4,329.2059
2244,C02354,4,305.1812
2245,C02355,4,306.166
2246,C02508,4,0.0
2247,C03419,4,0.0
2248,C05822,4,323.1965
2249,C06193,4,363.2206
2250,C06194,4,345.2053
2251,C01826,1,117.1463
2252,C05231,6,852.6386
2253,C06326,2,189.209
2254,C11355,2,225.19799999999998
2255,C02359,0,140.1118
2256,C02364,0,140.1118
2257,C02371,0,140.1118
2258,C04634,0,156.136
2259,C06321,2,156.136
2260,C16478,2,174.1265
2261,C16479,2,174.1265
2262,C16480,2,174.1265
2263,C16481,2,174.1265
2264,C16482,2,174.1265
2265,C02060,8,1062.0492
2266,C07343,8,1078.0486
2267,C01059,0,111.0987
2268,C02526,0,186.2066
2269,C06585,2,222.6675
2270,C06586,0,220.6517
2271,C06589,2,188.2225
2272,C06398,10,619.3677
2273,C00613,1,0.0
2274,C01189,8,386.6535
2275,C01416,4,303.3529
2276,C01822,15,484.4986
2277,C02391,0,0.0
2278,C03281,15,564.4785
2279,C04322,0,113.1146
2280,C04453,8,398.6642
2281,C04840,9,444.6896
2282,C05108,6,412.6908
2283,C05111,4,400.6801
2284,C05307,4,907.4725
2285,C07446,0,123.1094
2286,C07447,0,74.0818
2287,C07585,0,179.176
2288,C11004,0,121.1796
2289,C11455,6,410.6749
2290,C11508,7,410.6749
2291,C11735,0,103.1198
2292,C12448,2,199.2469
2293,C12650,4,359.3501
2294,C15776,8,412.6908
2295,C15808,6,442.6737
2296,C15816,4,396.6484
2297,C16011,9,0.0
2298,C16540,3,630.9727
2299,C16541,3,628.9568
2300,C16543,1,518.561
2301,C16641,1,586.678
2302,C16647,0,131.1729
2303,C16834,0,88.1482
2304,C16836,0,212.2887
2305,C16837,0,144.1717
2306,C18151,5,909.4884
2307,C22111,2,320.4663
2308,C22112,8,428.6472
2309,C22136,6,382.6218
2310,C04844,3,348.3903
2311,C20199,3,238.2796
2312,C20240,0,128.1259
2313,C06893,2,258.1199
2314,C00793,1,121.1582
2315,C04738,10,833.7087
2316,C00223,5,913.6769
2317,C00540,5,897.6775
2318,C00903,0,132.1592
2319,C01756,0,152.1771
2320,C02666,0,178.1846
2321,C05608,0,148.1586
2322,C05610,0,208.2106
2323,C10945,0,164.158
2324,C12204,0,194.18400000000003
2325,C16620,4,393.3128
2326,C01771,0,86.0892
2327,C04121,9,543.3732
2328,C16153,8,535.2909999999998
2329,C16155,7,534.2599
2330,C02341,0,174.1082
2331,C02527,0,168.085
2332,C11514,0,188.1348
2333,C00797,0,45.0837
2334,C00176,0,0.0
2335,C01007,3,378.3798
2336,C03063,0,172.1354
2337,C04052,0,216.1449
2338,C05600,0,172.1354
2339,C19790,0,0.0
2340,C05165,5,904.6701
2341,C00486,0,584.6621
2342,C00500,0,582.6463
2343,C00701,-1,0.0
2344,C02189,1,0.0
2345,C02269,3,0.0
2346,C19802,6,0.0
2347,C19803,2,0.0
2348,C19804,7,0.0
2349,C19675,1,156.1576
2350,C01289,5,1130.4548
2351,C01788,8,533.3182
2352,C04724,15,1397.6847
2353,C04808,19,1527.8265
2354,C04881,10,1333.6473
2355,C01246,5,0.0
2356,C01322,0,0.0
2357,C01326,0,27.0253
2358,C02745,-1,0.0
2359,C02869,-1,0.0
2360,C11088,0,187.8612
2361,C11278,2,635.5965
2362,C11436,6,601.2874
2363,C11453,2,278.0909
2364,C11583,0,566.3936
2365,C11811,0,262.0915
2366,C13645,0,80.9119
2367,C14791,4,451.4934
2368,C14792,4,451.4934
2369,C14793,4,451.4934
2370,C14803,2,496.491
2371,C14804,2,496.491
2372,C14805,2,496.491
2373,C14806,2,496.491
2374,C14847,2,480.3308
2375,C14848,2,480.3308
2376,C14855,2,575.6322
2377,C14856,2,575.6322
2378,C14857,0,112.9427
2379,C14858,0,112.9427
2380,C14859,0,112.9427
2381,C14861,2,420.2662
2382,C14863,4,654.6678
2383,C14864,2,383.8052
2384,C14865,2,383.8052
2385,C14868,2,402.2509
2386,C14870,0,122.9486
2387,C14871,2,349.3602
2388,C14874,2,334.3687
2389,C16738,0,0.0
2390,C21758,-1,0.0
2391,C00431,0,117.1463
2392,C18049,1,0.0
2393,C18061,1,0.0
2394,C00508,2,150.1299
2395,C16145,0,402.6545
2396,C16146,0,432.6374
2397,C19797,0,400.6386
2398,C19798,0,428.6056
2399,C19839,0,416.63800000000003
2400,C19961,9,590.3695
2401,C19971,9,632.4062
2402,C04919,14,1405.7069
2403,C04932,14,1325.727
2404,C06040,11,0.0
2405,C19709,1,0.0
2406,C19710,1,0.0
2407,C19713,2,0.0
2408,C19723,13,0.0
2409,C19775,5,827.5613
2410,C20565,8,658.4119
2411,C20860,16,0.0
2412,C21332,4,236.1761
2413,C21333,4,237.2072
2414,C06751,1,0.0
2415,C15604,0,0.0
2416,C19691,1,325.5092
2417,C19728,0,416.63800000000003
2418,C19729,0,164.2011
2419,C00427,5,352.4651
2420,C00515,1,132.161
2421,C00584,4,352.4651
2422,C00696,4,352.4651
2423,C00792,1,174.201
2424,C01110,0,131.1299
2425,C01241,0,0.0
2426,C03440,2,131.1299
2427,C03771,0,173.1698
2428,C04282,0,129.114
2429,C04308,0,0.0
2430,C04712,2,414.3871
2431,C00937,1,74.0785
2432,C01380,0,62.0678
2433,C02912,1,76.0944
2434,C02917,1,76.0944
2435,C02514,0,186.1189
2436,C04375,6,0.0
2437,C11524,-1,0.0
2438,C11525,-1,0.0
2439,C11526,6,740.0152
2440,C18324,6,881.6335
2441,C20756,1,0.0
2442,C20757,1,0.0
2443,C20758,1,0.0
2444,C00072,2,176.1241
2445,C03289,3,176.1241
2446,C04186,0,216.1449
2447,C04642,0,200.1455
2448,C03065,0,131.1332
2449,C04479,0,214.1721
2450,C12624,0,212.1562
2451,C00419,12,0.0
2452,C00472,0,108.0948
2453,C00530,0,110.1106
2454,C00811,0,164.158
2455,C00822,1,195.1721
2456,C01197,0,180.1574
2457,C02351,0,108.0948
2458,C02374,9,0.0
2459,C03463,12,0.0
2460,C05176,1,299.3642
2461,C05202,1,315.3636
2462,C05578,0,149.1467
2463,C05579,0,147.1308
2464,C16828,0,178.1415
2465,C00521,1,136.234
2466,C06099,1,136.234
2467,C06554,0,129.0742
2468,C07271,1,152.2334
2469,C19081,1,152.2334
2470,C22084,0,147.0895
2471,C04740,18,0.0
2472,C04791,10,0.0
2473,C04886,16,674.6030000000002
2474,C11377,16,0.0
2475,C02119,0,0.0
2476,C00805,0,138.1207
2477,C02139,3,614.9733
2478,C02880,1,612.9574
2479,C06025,24,1846.0603
2480,C06251,24,2028.3628
2481,C20748,5,893.7104
2482,C20750,6,911.7257
2483,C09306,0,64.0638
2484,C17558,0,767.3025
2485,C20889,4,192.1235
2486,C20890,4,192.1235
2487,C01502,0,124.1372
2488,C05299,4,300.3921
2489,C05302,5,302.4079
2490,C05580,0,184.1461
2491,C05582,0,182.1733
2492,C05584,0,198.1727
2493,C05594,0,184.1892
2494,C15571,0,110.1106
2495,C15572,0,124.1372
2496,C15512,0,134.1751
2497,C15513,0,150.1745
2498,C06153,6,180.1559
2499,C00408,1,129.157
2500,C00684,1,148.114
2501,C02872,2,0.0
2502,C19781,1,114.1457
2503,C19782,1,129.1603
2504,C19783,1,130.1451
2505,C19809,1,128.1723
2506,C19813,2,149.1021
2507,C19838,2,149.1021
2508,C20797,0,156.1576
2509,C20798,0,154.1417
2510,C04824,7,711.8611
2511,C09816,1,208.2106
2512,C09817,6,957.7294
2513,C18060,5,301.1877
2514,C20451,12,0.0
2515,C00329,4,179.1711
2516,C00676,3,0.0
2517,C04092,0,127.1412
2518,C01664,0,0.0
2519,C03636,0,0.0
2520,C00388,0,111.1451
2521,C02944,5,947.8207
2522,C05279,5,945.8048
2523,C05280,5,945.8048
2524,C11695,0,347.5347
2525,C19670,0,281.4766
2526,C00739,1,146.1876
2527,C01126,0,222.3663
2528,C02050,5,1029.9643
2529,C02265,1,165.1891
2530,C02429,3,0.0
2531,C03035,5,1027.9484
2532,C03239,0,145.1564
2533,C03595,5,1056.0016
2534,C04089,8,548.2865
2535,C04160,12,0.0
2536,C05381,0,527.403
2537,C06024,19,1625.8836
2538,C06426,0,278.4296
2539,C16162,5,1027.9484
2540,C16163,5,1025.9326
2541,C16164,5,1053.9857
2542,C16167,5,1108.0762
2543,C16168,5,1106.0603
2544,C16171,5,1110.0919999999999
2545,C16172,5,1108.0762
2546,C16179,5,1056.0016
2547,C16180,5,1058.0175
2548,C16530,5,1060.0334
2549,C16739,3,0.0
2550,C19875,29,2066.237
2551,C19876,34,2286.4136
2552,C19945,5,935.6808
2553,C19946,5,919.6814
2554,C21386,4,0.0
2555,C21387,4,0.0
2556,C21388,3,0.0
2557,C21935,5,1029.9643
2558,C21937,5,1058.0175
2559,C21943,5,1003.927
2560,C19669,0,202.3402
2561,C15524,5,899.6503
2562,C00708,0,126.9045
2563,C01060,1,432.9816
2564,C02515,1,307.0851
2565,C00686,4,0.0
2566,C01200,5,0.0
2567,C01494,0,194.18400000000003
2568,C07305,-1,0.0
2569,C03852,8,292.4562
2570,C03917,7,290.4403
2571,C05470,8,364.4758
2572,C05472,9,366.4917
2573,C05478,1,348.4764
2574,C05480,8,318.4935
2575,C05481,9,366.4917
2576,C05482,10,368.5075
2577,C05483,9,350.4923
2578,C05484,9,320.5093
2579,C06388,0,0.0
2580,C06389,0,0.0
2581,C00580,0,62.13399999999999
2582,C11143,0,78.1334
2583,C03134,0,73.0938
2584,C00196,0,154.1201
2585,C04030,4,483.3261
2586,C00976,9,619.3246
2587,C03572,0,176.5545
2588,C04522,1,176.5545
2589,C04729,0,174.5386
2590,C07095,0,210.9996
2591,C12833,0,245.4446
2592,C16475,0,160.0999
2593,C18241,0,279.8897
2594,C18303,0,225.0261
2595,C18308,0,225.0261
2596,C01218,3,274.1193
2597,C05682,0,140.0319
2598,C21747,9,382.3636
2599,C18172,0,189.2554
2600,C18174,0,175.2288
2601,C04143,1,0.0
2602,C21188,1,0.0
2603,C16826,0,382.3261
2604,C01087,1,148.114
2605,C03197,1,104.1045
2606,C16390,0,162.1406
2607,C21101,1,0.0
2608,C01115,4,178.14
2609,C01825,4,180.1559
2610,C02143,2,0.0
2611,C16581,2,0.0
2612,C18028,4,162.1406
2613,C00482,0,224.21
2614,C00487,0,162.2068
2615,C00716,0,105.0926
2616,C01168,4,324.1813
2617,C02067,4,244.2014
2618,C02636,0,160.191
2619,C03012,0,160.1693
2620,C03203,0,188.1794
2621,C05973,1,0.0
2622,C06393,0,104.1078
2623,C06735,0,59.0672
2624,C14088,0,152.1473
2625,C14103,0,152.1473
2626,C14109,0,168.1467
2627,C14110,0,140.1366
2628,C20683,0,0.0
2629,C20746,6,897.6329
2630,C20747,6,883.6063
2631,C04508,5,0.0
2632,C06620,5,528.2984
2633,C11930,5,528.2984
2634,C03557,0,125.0636
2635,C04244,0,239.2312
2636,C05433,0,536.8726
2637,C05434,0,538.8885
2638,C05435,0,536.8726
2639,C08586,1,536.8726
2640,C08613,0,534.8568
2641,C15867,0,534.8568
2642,C16291,0,538.8885
2643,C04794,8,379.3166
2644,C00195,2,0.0
2645,C00296,4,192.1666
2646,C00319,2,299.4919
2647,C00958,0,0.0
2648,C01359,0,332.2219
2649,C01629,-1,0.0
2650,C03296,1,274.2737
2651,C03415,1,232.2337
2652,C04230,0,0.0
2653,C04233,1,0.0
2654,C04317,1,0.0
2655,C04438,1,0.0
2656,C04517,1,0.0
2657,C04635,1,0.0
2658,C05212,1,0.0
2659,C05931,1,247.202
2660,C05932,1,231.2026
2661,C05974,2,0.0
2662,C06427,0,278.4296
2663,C06672,0,168.1467
2664,C12126,2,0.0
2665,C12144,3,317.5072
2666,C12145,3,0.0
2667,C16472,0,128.1011
2668,C16473,0,128.1011
2669,C21016,2,289.2851
2670,C04566,-1,0.0
2671,C04809,-1,0.0
2672,C06041,12,0.0
2673,C20897,12,0.0
2674,C03018,4,0.0
2675,C03956,6,0.0
2676,C02557,5,867.6069
2677,C18323,5,879.6176
2678,C21026,0,172.1851
2679,C00634,10,0.0
2680,C00635,10,0.0
2681,C03037,0,166.217
2682,C03448,0,168.2328
2683,C04864,7,459.3798
2684,C20861,9,342.2965
2685,C20887,9,383.3484
2686,C02647,0,129.1603
2687,C00413,15,581.5741
2688,C03462,19,910.78
2689,C00396,0,80.08800000000002
2690,C03169,4,213.2105
2691,C00625,4,0.0
2692,C00978,0,218.2518
2693,C03000,4,0.0
2694,C03708,-1,0.0
2695,C04015,5,351.3065
2696,C04017,5,351.3065
2697,C05385,5,274.1193
2698,C05660,0,205.2099
2699,C11822,1,103.0767
2700,C19683,5,877.6448
2701,C19843,2,289.2884
2702,C03245,-1,0.0
2703,C01042,1,175.1394
2704,C12270,2,304.2533
2705,C20776,3,433.3673
2706,C01120,2,381.4877
2707,C06124,2,379.4718
2708,C06379,1,0.0
2709,C20589,4,275.1504
2710,C03164,0,210.22799999999998
2711,C04468,2,212.2439
2712,C19855,15,1413.6841
2713,C19856,10,1251.5435
2714,C11838,1,132.1146
2715,C15926,5,260.1358
2716,C00265,2,154.251
2717,C01119,2,152.2351
2718,C04037,5,274.1193
2719,C05849,0,466.6951
2720,C16711,0,0.0
2721,C20265,0,0.0
2722,C05306,5,893.4889999999997
2723,C02280,9,605.3411
2724,C15925,8,605.3411
2725,C06451,0,126.0483
2726,C00410,6,314.4617
2727,C00599,7,384.6377
2728,C00674,6,288.4244
2729,C00762,6,360.444
2730,C03205,6,330.4611
2731,C03238,8,386.6535
2732,C03588,7,362.4599
2733,C03681,7,316.4776
2734,C15785,8,398.6642
2735,C15786,8,400.6801
2736,C15796,8,414.6636
2737,C15797,9,416.6795
2738,C18040,7,332.477
2739,C15568,9,404.5396
2740,C15569,8,386.5244
2741,C21469,14,1154.0585
2742,C21470,13,1136.0432
2743,C21471,13,1138.0591
2744,C21472,12,1120.0438
2745,C00729,0,141.2108
2746,C00783,0,139.1949
2747,C04800,30,0.0
2748,C04913,35,0.0
2749,C15577,10,0.0
2750,C15578,15,0.0
2751,C00386,1,226.2325
2752,C00884,1,240.25900000000001
2753,C01530,0,284.4772
2754,C02041,5,1062.0492
2755,C02249,5,1053.9857
2756,C03242,0,306.4828
2757,C06425,0,312.5304
2758,C06428,0,302.45099999999996
2759,C06429,0,328.4883
2760,C16165,5,1051.9698
2761,C01297,0,194.2304
2762,C02394,0,134.1751
2763,C12206,0,166.1739
2764,C03375,0,131.2193
2765,C00557,0,84.1164
2766,C02020,0,86.1323
2767,C05727,1,0.0
2768,C19784,11,383.3484
2769,C20732,12,0.0
2770,C20415,8,589.3815
2771,C02591,9,422.2764
2772,C01867,-1,0.0
2773,C03157,-1,0.0
2774,C03943,2,132.161
2775,C01794,16,1158.0902
2776,C05337,15,1142.0908
2777,C05449,15,1198.1541
2778,C05467,16,1214.1535
2779,C07296,5,1005.9429
2780,C07297,5,1062.0062
2781,C06485,3,162.1406
2782,C16538,4,164.1565
2783,C01078,1,0.0
2784,C04398,2,0.0
