,compounds,number_chiral_centers,weight
1080,C02411,5,879.6176
1081,C02489,1,0.0
1082,C02512,1,114.1026
1083,C02538,4,350.4293
1084,C02576,0,150.2176
1085,C02670,4,176.1241
1086,C02686,7,0.0
1087,C02730,0,222.1941
1088,C02780,2,192.1235
1089,C02835,0,126.1133
1090,C02906,2,320.251
1091,C02909,0,158.1965
1092,C02946,0,145.1564
1093,C02953,2,239.2312
1094,C03103,-1,0.0
1095,C03120,1,0.0
1096,C03160,5,971.7129
1097,C03170,4,721.8464
1098,C03193,3,0.0
1099,C03273,0,116.1152
1100,C03283,1,118.1344
1101,C03287,1,227.1092
1102,C03360,0,219.0887
1103,C03363,1,0.0
1104,C03459,0,148.071
1105,C03461,0,220.3505
1106,C03561,6,853.6234
1107,C03648,3,290.2681
1108,C03692,6,0.0
1109,C03723,4,0.0
1110,C03740,2,0.0
1111,C03826,1,148.114
1112,C04142,1,0.0
1113,C04232,3,0.0
1114,C04442,2,258.1199
1115,C04554,6,434.6517
1116,C04652,11,1018.0271
1117,C04737,17,0.0
1118,C04874,2,255.2306
1119,C04884,23,0.0
1120,C04911,28,0.0
1121,C05130,0,110.1139
1122,C05309,-1,0.0
1123,C05394,4,178.14
1124,C05399,9,344.3124
1125,C05400,9,342.2965
1126,C05401,6,254.2344
1127,C05402,9,342.2965
1128,C05403,8,340.2806
1129,C05404,14,504.4371
1130,C05414,0,542.9203
1131,C05430,0,540.9044
1132,C05431,0,538.8885
1133,C05432,0,536.8726
1134,C05444,10,420.6682
1135,C05445,10,418.6523
1136,C05576,0,170.1626
1137,C05577,0,168.1467
1138,C05634,0,175.18400000000003
1139,C05635,0,191.1834
1140,C05665,0,73.0938
1141,C05670,0,70.0931
1142,C05689,1,182.0798
1143,C05695,1,311.1937
1144,C05699,2,269.1571
1145,C05711,2,243.2166
1146,C05729,1,0.0
1147,C05796,10,0.0
1148,C05844,1,254.2609
1149,C05906,3,306.2675
1150,C05909,3,322.2669
1151,C05936,0,129.157
1152,C05951,3,496.6599
1153,C05985,0,54.0474
1154,C06022,10,791.6721
1155,C06037,11,0.0
1156,C06114,1,199.2071
1157,C06125,5,0.0
1158,C06126,12,0.0
1159,C06135,17,0.0
1160,C06136,22,0.0
1161,C06215,12,0.0
1162,C06611,0,92.5242
1163,C06612,0,92.5242
1164,C06613,0,90.5083
1165,C06614,0,106.5077
1166,C06615,0,106.5077
1167,C06754,0,78.4976
1168,C06755,0,94.49700000000001
1169,C06899,0,165.403
1170,C07118,5,913.6769
1171,C07490,0,149.4036
1172,C07645,0,277.0854
1173,C08249,3,277.191
1174,C08492,0,100.1589
1175,C09736,3,290.2681
1176,C09751,2,272.2528
1177,C11736,3,246.1924
1178,C11924,0,166.217
1179,C12147,2,199.0991
1180,C12739,4,246.1924
1181,C14089,0,158.1965
1182,C14090,0,156.1806
1183,C14099,0,156.1806
1184,C15494,0,322.4391
1185,C15495,0,324.455
1186,C15496,0,0.0
1187,C15498,0,0.0
1188,C15532,1,217.2224
1189,C15547,5,953.6977
1190,C15584,0,94.1112
1191,C15673,3,194.1394
1192,C16169,5,1078.0071
1193,C16173,5,1080.0230000000001
1194,C16255,1,0.0
1195,C16310,0,98.14299999999999
1196,C16331,7,1015.8947
1197,C16335,7,987.8415
1198,C16339,7,959.7884
1199,C16348,0,90.5083
1200,C16376,5,1120.0438
1201,C16389,5,1122.0597
1202,C16415,3,274.2687
1203,C16466,5,919.7245
1204,C16470,5,877.6878
1205,C16502,0,236.3499
1206,C16551,0,279.1012
1207,C16586,0,195.2151
1208,C16587,0,193.1992
1209,C16595,0,193.1992
1210,C16596,0,191.1834
1211,C16633,4,262.1918
1212,C16635,4,245.2077
1213,C16663,-1,0.0
1214,C16664,-1,0.0
1215,C16688,9,422.2764
1216,C16736,0,0.0
1217,C17234,0,101.1039
1218,C17509,16,0.0
1219,C17510,12,0.0
1220,C18026,6,881.6335
1221,C20238,6,881.6335
1222,C20422,4,468.0767
1223,C20423,4,308.1169
1224,C20485,1,162.0975
1225,C20830,3,244.2197
1226,C20831,3,324.1996
1227,C20905,0,101.1039
1228,C21417,2,240.25400000000002
1229,C21418,3,242.2699
1230,C00083,5,853.5803
1231,C00090,0,110.1106
1232,C00113,0,330.20599999999996
1233,C00198,4,178.14
1234,C00204,2,178.14
1235,C00218,0,31.0571
1236,C00230,0,154.1201
1237,C00253,0,123.1094
1238,C00257,4,196.1553
1239,C00261,0,106.1219
1240,C00266,0,60.052
1241,C00268,3,239.2312
1242,C00339,0,0.0
1243,C00349,0,102.0886
1244,C00375,0,0.0
1245,C00385,0,152.1109
1246,C00395,3,0.0
1247,C00423,0,148.1586
1248,C00462,0,0.0
1249,C00498,9,589.3417
1250,C00511,0,72.0627
1251,C00542,0,222.2621
1252,C00601,0,120.1485
1253,C00633,0,122.1213
1254,C00642,0,152.1473
1255,C00663,5,260.1358
1256,C00682,0,142.1094
1257,C00698,0,35.453
1258,C00703,0,200.59
1259,C00719,0,117.1463
1260,C00845,5,861.6023
1261,C00846,0,160.1247
1262,C00984,5,180.1559
1263,C00989,0,104.1045
1264,C01013,0,90.0779
1265,C01043,0,132.1179
1266,C01083,10,342.2965
1267,C01118,1,219.1919
1268,C01137,4,355.4358
1269,C01143,1,308.1169
1270,C01161,0,168.1467
1271,C01188,0,104.1045
1272,C01230,0,586.6772
1273,C01278,0,186.1189
1274,C01286,2,258.1199
1275,C01319,0,200.59
1276,C01324,0,79.904
1277,C01327,0,36.4609
1278,C01424,0,170.1195
1279,C01486,0,68.4597
1280,C01672,0,102.1781
1281,C01888,0,73.0938
1282,C02103,0,0.0
1283,C02137,0,150.1314
1284,C02214,0,130.0987
1285,C02222,0,158.1088
1286,C02225,2,206.1501
1287,C02331,5,835.6081
1288,C02375,0,144.5557
1289,C02565,0,114.1026
1290,C02669,4,178.14
1291,C02723,0,102.1781
1292,C02923,0,124.1372
1293,C02954,3,216.2575
1294,C03058,5,897.6329
1295,C03110,9,0.0
1296,C03114,0,146.1891
1297,C03129,0,0.0
1298,C03372,0,0.0
1299,C03586,0,142.1094
1300,C03590,0,166.1308
1301,C03671,0,184.1031
1302,C03715,0,0.0
1303,C03724,5,877.6017
1304,C03765,0,136.1479
1305,C03885,0,751.1739
1306,C04043,0,152.1473
1307,C04145,0,791.0283
1308,C04225,0,188.1348
1309,C04324,0,202.1183
1310,C04431,0,140.0936
1311,C04434,0,202.1183
1312,C04484,0,186.1189
1313,C04593,2,206.1501
1314,C04691,3,288.1459
1315,C04706,0,174.5386
1316,C05332,0,121.1796
1317,C05551,3,334.3901
1318,C05593,0,152.1473
1319,C05616,0,184.1461
1320,C05629,0,150.1745
1321,C05686,4,474.1794
1322,C05697,0,144.9735
1323,C05702,0,199.0991
1324,C05803,0,546.8229
1325,C05804,0,560.8494
1326,C05813,0,683.0569
1327,C05814,0,697.0835
1328,C05829,1,190.15400000000002
1329,C05922,4,541.1957
1330,C05923,4,513.1856
1331,C05938,2,147.1293
1332,C06148,0,513.1856
1333,C06157,1,0.0
1334,C06178,0,84.1396
1335,C06210,0,156.136
1336,C06329,0,192.5539
1337,C06336,0,190.1738
1338,C06400,15,0.0
1339,C06730,0,124.1372
1340,C06760,0,156.136
1341,C07085,0,136.1479
1342,C07087,0,168.1467
1343,C07089,0,176.5545
1344,C07090,0,96.0841
1345,C07091,0,114.0993
1346,C10974,0,101.1469
1347,C11062,5,853.6234
1348,C11529,1,0.0
1349,C11588,2,184.1892
1350,C12455,0,101.1469
1351,C12622,2,182.1733
1352,C12834,0,208.9837
1353,C12835,0,226.99900000000002
1354,C12836,0,194.5698
1355,C12838,0,140.0936
1356,C13425,0,546.8229
1357,C15522,4,257.2465
1358,C15586,4,252.2267
1359,C15587,0,120.1121
1360,C15599,0,338.2696
1361,C16249,0,237.0049
1362,C16254,1,0.0
1363,C16476,0,160.0999
1364,C16477,0,160.0999
1365,C16487,0,20.0063
1366,C16565,0,159.2724
1367,C17560,0,0.0
1368,C17561,0,0.0
1369,C18242,0,243.4287
1370,C18243,0,261.444
1371,C18244,0,229.0148
1372,C18304,0,188.5652
1373,C18305,0,206.5805
1374,C18306,0,172.1354
1375,C18307,0,174.1513
1376,C18309,0,188.5652
1377,C18310,0,206.5805
1378,C18345,0,216.1449
1379,C19858,0,0.0
1380,C19859,0,0.0
1381,C20267,0,138.1704
1382,C20616,-1,0.0
1383,C20655,-1,0.0
1384,C20904,0,87.0773
1385,C20994,2,333.3839
1386,C20995,3,462.4979
1387,C00305,0,24.305
1388,C00328,1,208.2139
1389,C00751,0,410.718
1390,C01236,4,258.1199
1391,C01659,0,71.0779
1392,C02094,0,536.8726
1393,C02130,9,384.3332
1394,C02693,0,174.1992
1395,C02700,1,236.22400000000002
1396,C03078,0,144.175
1397,C03227,1,224.2133
1398,C03428,3,586.6772
1399,C03516,0,584.9473
1400,C03620,0,0.0
1401,C04261,1,0.0
1402,C05653,0,165.1461
1403,C06244,0,59.0672
1404,C09815,0,121.1366
1405,C16519,4,328.2714
1406,C19778,1,129.1603
1407,C19779,0,88.1084
1408,C19780,1,130.1451
1409,C20440,4,292.0744
1410,C05539,1,231.2026
1411,C05925,2,335.2105
1412,C16638,13,0.0
1413,C17022,13,0.0
1414,C17325,12,0.0
1415,C20562,4,482.3844
1416,C20566,2,335.2105
1417,C00128,10,614.4511
1418,C00270,5,309.2699
1419,C00357,4,301.1877
1420,C00429,0,114.1026
1421,C00446,5,260.1358
1422,C00501,9,565.317
1423,C00513,4,477.255
1424,C00533,0,30.0061
1425,C00585,1,0.0
1426,C00591,5,0.0
1427,C00662,-1,0.0
1428,C00667,-1,0.0
1429,C01037,0,188.2673
1430,C01064,10,0.0
1431,C01092,0,187.2362
1432,C01167,1,0.0
1433,C01187,4,238.192
1434,C01219,8,547.3017
1435,C02642,0,132.1179
1436,C03294,13,0.0
1437,C03410,5,325.2693
1438,C03688,-1,0.0
1439,C03691,10,630.4505
1440,C04257,4,301.1877
1441,C04425,4,398.4142
1442,C04478,4,318.1719
1443,C04679,2,0.0
1444,C05357,-1,0.0
1445,C05358,-1,0.0
1446,C05696,4,554.1593
1447,C05726,1,0.0
1448,C06241,5,389.2498
1449,C06364,6,0.0
1450,C16630,0,132.0931
1451,C16631,0,150.1084
1452,C18248,0,64.5141
1453,C19823,8,589.3384
1454,C20357,9,632.4062
1455,C20418,6,334.3224
1456,C20424,5,246.2603
1457,C20772,0,208.1675
1458,C20773,4,413.3841
1459,C20940,5,201.2197
1460,C20941,4,199.2038
1461,C21028,1,128.1292
1462,C21029,1,146.1445
1463,C00032,0,616.4873
1464,C00145,0,0.0
1465,C00157,0,0.0
1466,C00344,2,0.0
1467,C00346,0,141.063
1468,C00691,5,178.14
1469,C00770,4,196.1553
1470,C00812,0,0.0
1471,C00904,5,897.6329
1472,C00940,0,145.1134
1473,C01011,6,897.6329
1474,C01062,3,194.1394
1475,C01194,6,0.0
1476,C01252,0,207.1828
1477,C01336,0,0.0
1478,C02749,1,0.0
1479,C02882,1,0.0
1480,C03263,0,660.7566
1481,C03454,0,0.0
1482,C04756,0,0.0
1483,C05645,0,223.1822
1484,C05648,1,252.2234
1485,C05651,1,224.2133
1486,C05766,0,836.7946
1487,C05768,0,660.7566
1488,C05817,2,240.2094
1489,C06027,7,897.6329
1490,C06028,5,879.6176
1491,C06473,3,194.1394
1492,C11499,1,170.1411
1493,C19891,6,180.1559
1494,C20251,5,178.14
1495,C00133,1,89.0932
1496,C00256,1,90.0779
1497,C00810,1,88.1051
1498,C00993,2,160.1711
1499,C01253,9,0.0
1500,C01586,0,179.1727
1501,C02929,0,0.0
1502,C03315,1,0.0
1503,C03899,2,0.0
1504,C06060,-1,0.0
1505,C11516,5,348.1978
1506,C11544,6,268.2179
1507,C20761,50,0.0
1508,C20762,50,0.0
1509,C20763,50,0.0
1510,C21113,4,336.235
1511,C00164,0,102.0886
1512,C00561,1,133.1473
1513,C00565,0,59.1103
1514,C00844,6,295.2879
1515,C00963,5,0.0
1516,C01104,0,75.1097
1517,C01142,1,146.1876
1518,C01594,5,247.2451
1519,C01656,0,0.0
1520,C02659,0,85.1045
1521,C03742,1,149.1467
1522,C04512,5,0.0
1523,C04536,0,598.9739
1524,C05143,6,311.2873
1525,C05712,0,0.0
1526,C05713,5,0.0
1527,C05838,0,164.158
1528,C05839,5,326.2986
1529,C08325,11,457.4285
1530,C08334,6,261.2717
1531,C11829,0,614.9733
1532,C11830,0,612.9574
1533,C11831,1,610.9415
1534,C14819,0,55.845
1535,C18796,1,99.1311
1536,C00140,4,221.2078
1537,C00173,0,0.0
1538,C00259,3,150.1299
1539,C00333,4,194.1394
1540,C00405,1,0.0
1541,C00414,0,98.14299999999999
1542,C00461,5,0.0
1543,C00470,14,0.0
1544,C00499,0,176.1307
1545,C00514,4,196.1553
1546,C00558,3,194.1394
1547,C00679,2,192.1235
1548,C00689,10,422.2764
1549,C00714,20,0.0
1550,C00741,0,86.0892
1551,C00817,4,196.1553
1552,C00905,3,194.1394
1553,C01028,1,162.187
1554,C01031,2,335.3336
1555,C01063,5,909.6866
1556,C01089,1,104.1045
1557,C01114,3,148.114
1558,C01146,0,104.0615
1559,C01147,0,114.1424
1560,C01355,-1,0.0
1561,C01384,0,116.0722
1562,C01674,9,424.4003
1563,C01732,0,130.0987
1564,C01872,0,0.0
1565,C01880,0,114.1424
1566,C02247,5,886.6548
1567,C02338,5,164.1565
1568,C02350,1,158.1154
1569,C02474,12,0.0
1570,C02476,5,164.1565
1571,C02478,5,0.0
1572,C02492,5,0.0
1573,C03005,0,151.1626
1574,C03033,5,0.0
1575,C03044,2,90.12100000000001
1576,C03284,1,103.1198
1577,C03618,2,147.1293
1578,C03921,2,192.1235
1579,C03939,0,0.0
1580,C04053,2,176.1241
1581,C04115,0,220.1336
1582,C04255,5,301.27099999999996
1583,C04287,3,160.1247
1584,C04348,6,883.6063
1585,C04419,2,0.0
1586,C04506,3,0.0
1587,C04650,1,181.1268
1588,C04810,8,0.0
1589,C04865,7,459.3798
1590,C04900,15,814.6087
1591,C05223,0,0.0
1592,C05601,0,190.1507
1593,C05745,0,0.0
1594,C05749,0,0.0
1595,C05752,0,0.0
1596,C05755,0,0.0
1597,C05761,0,0.0
1598,C05764,0,0.0
1599,C05787,10,936.9104
1600,C05791,0,590.7098
1601,C06033,0,176.1241
1602,C06118,8,352.2482
1603,C06201,0,190.1507
1604,C06205,0,162.1852
1605,C06378,1,0.0
1606,C06597,2,217.908
1607,C06598,0,199.4623
1608,C06599,0,181.0166
1609,C06609,0,110.9699
1610,C06610,0,110.9699
1611,C06752,0,98.9592
1612,C06753,0,80.5135
1613,C06988,6,290.8298
1614,C11173,1,392.4046
1615,C11376,6,568.5287
1616,C12092,5,900.6814
1617,C12314,0,130.1418
1618,C12632,10,638.4845
1619,C14180,2,337.3495
1620,C14786,2,144.1699
1621,C14787,2,144.1699
1622,C14800,0,189.1675
1623,C14801,0,207.1828
1624,C14839,0,173.0073
1625,C14840,0,173.0073
1626,C14842,0,191.0226
1627,C14844,0,191.0226
1628,C14850,0,268.3087
1629,C14852,0,286.324
1630,C15974,0,511.4467
1631,C15975,1,0.0
1632,C15976,0,497.4201
1633,C15977,1,0.0
1634,C15978,1,511.4467
1635,C15979,2,0.0
1636,C16014,2,196.2445
1637,C16015,2,214.2598
1638,C16181,6,272.3842
1639,C16182,6,253.9385
1640,C17207,14,0.0
1641,C17949,1,209.1369
1642,C17952,1,223.1635
1643,C17962,1,167.1003
1644,C18091,0,74.0587
1645,C19489,0,272.3404
1646,C19490,2,290.3557
1647,C19586,4,328.273
1648,C19588,4,346.2883
1649,C19604,0,272.3404
1650,C19607,2,290.3557
1651,C19673,0,0.0
1652,C19845,0,0.0
1653,C20120,6,0.0
1654,C20375,0,0.0
1655,C21017,0,483.3935
1656,C21018,1,0.0
1657,C21775,0,235.322
1658,C21776,0,253.3373
1659,C00209,0,90.0349
1660,C00252,9,342.2965
1661,C00312,2,150.1299
1662,C00313,5,839.5537
1663,C00583,0,76.0944
1664,C00618,3,194.1394
1665,C01040,4,178.14
1666,C01132,4,221.2078
1667,C01163,0,186.1189
1668,C01866,-1,0.0
1669,C02871,1,0.0
1670,C03272,22,0.0
1671,C03291,2,230.1098
1672,C03806,-1,0.0
1673,C03957,1,0.0
1674,C04575,2,192.1235
1675,C04730,18,0.0
1676,C05235,0,74.0785
1677,C05422,2,174.1082
1678,C06567,3,0.0
1679,C07335,1,213.0826
1680,C11638,0,169.0731
1681,C14899,3,274.1193
1682,C16672,3,352.4054
1683,C19769,6,275.2552
1684,C19770,6,373.2504
1685,C17010,3,296.2726
1686,C17017,2,294.2568
1687,C00127,4,612.6311
1688,C00190,7,536.2758
1689,C00325,9,589.3417
1690,C00412,5,1033.9961
1691,C00510,5,1031.9802
1692,C00519,0,109.1475
1693,C00543,0,45.0837
1694,C00693,0,0.0
1695,C00854,0,100.1589
1696,C00972,0,0.0
1697,C00996,-1,0.0
1698,C00999,-1,0.0
1699,C01021,1,0.0
1700,C01180,0,148.1802
1701,C01268,4,354.2106
1702,C01291,5,961.7612
1703,C01371,0,0.0
1704,C01387,0,114.2285
1705,C01920,5,917.7517
1706,C01987,0,109.1259
1707,C02220,0,157.1241
1708,C02949,5,887.6396
1709,C03231,5,893.6442
1710,C03547,0,0.0
1711,C03626,1,202.2541
1712,C03824,0,141.1247
1713,C04088,0,0.0
1714,C04246,0,0.0
1715,C04454,3,356.2264
1716,C04742,1,320.4663
1717,C04805,1,320.4663
1718,C05356,1,336.4657
1719,C05512,3,252.2267
1720,C05557,4,359.398
1721,C05748,0,0.0
1722,C05751,0,0.0
1723,C05754,0,0.0
1724,C05758,0,0.0
1725,C05760,0,0.0
1726,C05763,0,0.0
1727,C05966,1,336.4657
1728,C06313,0,237.2153
1729,C06397,10,619.3677
1730,C06564,4,359.398
1731,C07345,0,120.1702
1732,C11249,0,84.1595
1733,C14830,8,587.3258
1734,C16221,0,0.0
1735,C16239,1,0.0
1736,C16240,0,0.0
1737,C16637,4,214.1104
1738,C19684,5,887.6396
1739,C19846,0,0.0
1740,C20226,0,210.22799999999998
1741,C20227,1,212.2439
1742,C20374,0,0.0
1743,C20378,0,0.0
1744,C20646,1,178.1846
1745,C20669,0,143.5709
1746,C20670,0,175.5697
1747,C20895,2,179.2157
1748,C21072,5,1003.927
1749,C22157,0,0.0
1750,C22158,0,0.0
1751,C00087,0,32.065
1752,C00244,0,63.0128
1753,C00436,0,131.1762
1754,C00763,1,115.1305
1755,C00906,0,128.1292
1756,C02091,1,133.106
1757,C03564,0,113.1146
1758,C04180,0,0.0
1759,C00398,0,160.2157
1760,C00547,1,169.1778
1761,C00726,0,0.0
1762,C00780,0,176.2151
1763,C00788,1,183.2044
1764,C00798,5,795.5442
1765,C01918,13,0.0
1766,C01998,0,53.0626
1767,C02244,-1,0.0
1768,C02348,1,158.1154
1769,C02709,0,151.1626
1770,C02714,0,130.1882
1771,C02720,0,109.1259
1772,C02938,0,156.1839
1773,C03297,13,0.0
1774,C03922,5,0.0
1775,C04178,0,276.9128
1776,C04504,5,0.0
1777,C05127,0,125.1716
1778,C05581,0,166.1739
1779,C05583,0,182.1733
1780,C05587,0,167.205
1781,C05588,1,197.231
1782,C05589,1,183.2044
1783,C05636,0,180.2038
1784,C05637,0,161.1574
1785,C05638,0,180.2038
1786,C05639,0,161.1574
1787,C05827,0,124.1405
1788,C07572,0,324.3919
1789,C09814,0,103.1213
1790,C16074,0,117.1479
1791,C16246,0,294.9281
1792,C16608,0,310.3654
1793,C16609,0,296.3388
1794,C16612,0,295.3077
1795,C16684,-1,0.0
1796,C16685,-1,0.0
1797,C21299,0,0.0
1798,C21300,0,0.0
1799,C00250,0,167.162
1800,C00314,0,169.1778
1801,C00534,0,168.1931
1802,C00627,0,249.1577
1803,C00647,0,248.173
1804,C00825,15,483.5139
1805,C01468,0,108.1378
1806,C03154,15,525.5506
1807,C11437,2,214.1104
1808,C15809,0,73.0507
1809,C20277,2,146.1876
1810,C00193,0,106.1219
1811,C00556,0,108.1378
1812,C00628,0,154.1201
1813,C00919,0,183.226
1814,C00934,-1,0.0
1815,C01112,3,230.1098
1816,C01769,1,88.1051
1817,C02167,0,186.1189
1818,C03046,2,90.12100000000001
1819,C03485,0,108.1378
1820,C04044,0,182.1733
1821,C04927,34,0.0
1822,C05147,2,131.1299
1823,C05853,0,122.1644
1824,C06044,0,138.1638
1825,C06128,13,0.0
1826,C06139,46,0.0
1827,C06140,40,0.0
1828,C06141,34,0.0
1829,C06757,0,122.1644
1830,C06758,0,120.1485
1831,C07113,0,120.1485
1832,C07114,0,164.158
1833,C07209,0,120.1485
1834,C07213,0,122.1644
1835,C07214,0,120.1485
1836,C07216,0,122.1644
1837,C11457,0,166.1739
1838,C11477,-1,0.0
1839,C12621,0,164.158
1840,C12623,0,180.1574
1841,C00240,12,0.0
1842,C03187,8,548.3296
1843,C03589,0,132.1146
1844,C04153,12,0.0
1845,C04675,5,979.7765
1846,C19685,5,889.6339999999999
1847,C00596,0,114.0993
1848,C01261,8,868.3858
1849,C01328,0,17.0073
1850,C01861,0,192.1914
1851,C01967,0,795.2265
1852,C03117,9,589.3417
1853,C03198,1,168.1467
1854,C03226,0,781.1999
1855,C04058,8,916.3669
1856,C04392,8,870.3553
1857,C05805,0,576.8488
1858,C05811,0,655.0468
1859,C05812,0,669.0734
1860,C05815,0,713.0829
1861,C06198,8,790.3071
1862,C06323,0,129.1586
1863,C06324,0,145.158
1864,C06761,0,128.1259
1865,C11354,0,128.1259
1866,C11481,0,81.0711
1867,C11910,7,531.3454
1868,C11911,7,559.3986
1869,C11925,8,547.3448
1870,C11933,8,575.398
1871,C16400,0,137.1823
1872,C17551,0,0.0
1873,C17552,0,0.0
1874,C17562,0,0.0
1875,C17568,0,590.8754
1876,C17569,0,727.1095
1877,C19702,11,341.3117
1878,C19703,12,444.4546
1879,C19761,11,463.3283
1880,C19830,2,155.1513
1881,C19831,2,155.1513
1882,C20190,8,996.3468
1883,C00207,0,58.0791
1884,C01010,0,104.0648
1885,C00146,0,94.1112
1886,C00323,5,929.6763
1887,C00406,5,943.7028
1888,C00411,5,973.7288
1889,C01449,3,277.2792
1890,C01978,15,0.0
1891,C02656,0,160.1678
1892,C03598,8,533.3182
1893,C03599,8,533.3182
1894,C05427,2,456.4908
1895,C12203,5,959.7022
1896,C15668,0,69.1051
1897,C16675,0,179.1793
1898,C16999,4,414.3688
1899,C19794,10,565.317
1900,C19799,12,502.2563
1901,C20446,12,0.0
1902,C04573,9,621.3372
1903,C06365,11,0.0
1904,C18054,2,225.19799999999998
1905,C00416,0,0.0
1906,C00669,2,250.2722
1907,C00681,1,0.0
1908,C04155,12,0.0
1909,C21015,2,232.2337
1910,C00181,3,150.1299
1911,C00831,1,278.3684
1912,C00864,1,219.235
1913,C01019,4,164.1565
1914,C01239,5,220.22299999999998
1915,C01721,3,164.1565
1916,C01934,4,180.1559
1917,C02475,5,0.0
1918,C03979,2,162.1406
1919,C04079,2,322.3779
1920,C04540,6,335.3104
1921,C05860,15,0.0
1922,C05861,20,0.0
1923,C06376,4,301.1877
1924,C06377,4,259.151
1925,C04216,0,654.7942
1926,C16463,8,690.4107
1927,C00602,5,0.0
1928,C01879,1,129.114
1929,C02876,0,154.0584
1930,C03773,5,0.0
1931,C04482,1,0.0
1932,C16138,3,255.3134
1933,C16139,-1,0.0
1934,C17027,15,0.0
1935,C00165,0,0.0
1936,C00366,0,168.1103
1937,C00422,0,0.0
1938,C00827,5,839.5968
1939,C01204,6,660.0353
1940,C01401,0,89.0932
1941,C01885,0,0.0
1942,C02112,0,0.0
1943,C04297,7,531.3023
1944,C04563,6,580.0554
1945,C05714,0,70.0931
1946,C05715,0,128.1292
1947,C11821,0,184.1097
1948,C12248,0,202.1249
1949,C16361,0,210.19
1950,C16362,0,200.1952
1951,C00734,15,0.0
1952,C06023,15,0.0
1953,C02218,0,87.0773
1954,C19151,7,902.7066
1955,C00280,5,286.4085
1956,C00535,6,288.4244
1957,C00951,5,272.382
1958,C05141,6,288.3814
1959,C05284,6,302.4079
1960,C05300,5,286.3655
1961,C18075,7,304.4238
1962,C03056,0,111.0987
1963,C03089,3,180.2221
1964,C05364,0,202.1183
1965,C06762,0,146.1412
1966,C15986,0,210.2298
1967,C15987,0,117.1463
1968,C00916,3,415.4182
1969,C01764,12,0.0
1970,C02297,0,0.0
1971,C02380,0,152.1771
1972,C03112,3,373.3816
1973,C03446,12,0.0
1974,C03687,0,0.0
1975,C04631,9,677.4005
1976,C05823,1,122.1429
1977,C05984,1,104.1045
1978,C07648,0,167.1917
1979,C16614,0,166.2036
1980,C16615,4,378.2982
1981,C20463,3,236.2273
1982,C20752,14,0.0
1983,C20754,14,0.0
1984,C15548,9,342.2965
1985,C20237,10,422.2764
1986,C06054,1,214.0673
1987,C06309,9,428.7333
1988,C06310,9,410.718
1989,C06366,0,159.2724
1990,C00216,3,150.1299
1991,C00544,0,168.1467
1992,C00652,3,148.114
1993,C01036,0,200.1455
1994,C00587,0,138.1207
1995,C03233,0,198.1296
1996,C05980,2,0.0
1997,C06370,5,0.0
1998,C06680,0,182.1302
1999,C08353,4,150.1299
2000,C16639,4,150.1299
2001,C19687,1,238.6702
2002,C03172,1,164.2459
2003,C20419,10,639.5036
2004,C05852,0,152.1473
2005,C01389,2,296.531
2006,C20764,2,376.5109
2007,C02480,0,142.1094
2008,C03585,0,176.5545
2009,C04105,0,142.1094
2010,C04112,0,156.136
2011,C04558,0,156.136
2012,C04559,0,156.136
2013,C14610,1,142.1094
2014,C16474,0,160.0999
2015,C16698,5,373.2504
2016,C06717,12,486.4913
2017,C15858,0,536.8726
2018,C04226,0,141.1247
2019,C06231,1,142.1558
2020,C06442,1,160.1711
2021,C16159,0,160.1247
2022,C06551,0,215.6833
2023,C06552,0,197.2376
2024,C06560,0,145.5504
2025,C08733,0,127.1047
2026,C08735,0,146.5351
2027,C08737,0,126.1199
2028,C01596,0,115.0874
2029,C18232,0,143.0975
2030,C00611,10,383.3484
2031,C00694,10,0.0
2032,C00991,-1,0.0
2033,C04847,15,545.489
2034,C04855,15,0.0
2035,C05227,-1,0.0
2036,C15650,0,242.1867
2037,C15651,0,242.1867
2038,C01026,0,103.1198
2039,C03298,1,169.1811
2040,C04259,1,183.2077
2041,C05575,1,198.2422
2042,C01412,0,72.1057
2043,C01812,0,59.044
2044,C06108,0,78.0424
2045,C00861,3,164.1565
2046,C01131,3,244.1364
2047,C06441,2,230.1098
2048,C19836,3,450.4432
2049,C00764,3,180.1559
2050,C00795,3,180.1559
2051,C06468,3,180.1559
2052,C06892,2,178.14
2053,C16737,3,178.14
2054,C19881,10,635.3671
2055,C20231,0,146.1014
2056,C20232,0,160.128
2057,C20249,0,103.0767
2058,C20250,0,117.1033
2059,C20253,0,87.0773
2060,C20254,0,130.102
2061,C00479,0,58.0791
2062,C00969,0,74.0785
2063,C03196,1,148.114
2064,C01275,0,220.1782
2065,C03057,0,150.1314
2066,C04409,0,185.1342
2067,C08062,0,233.22
2068,C16149,0,220.1782
2069,C16152,0,250.1644
2070,C19725,9,662.3891
2071,C20359,9,620.3525
2072,C20381,0,252.1803
2073,C11521,9,630.3656
2074,C00617,8,580.2853
2075,C03871,1,189.1659
2076,C01234,0,101.1039
2077,C02768,0,0.0
2078,C02798,0,168.042
2079,C03167,0,124.0325
2080,C01876,0,274.4409
2081,C02941,0,272.425
2082,C03901,0,147.1955
2083,C04445,0,145.1796
2084,C20144,5,284.3927
2085,C11826,32,0.0
2086,C11827,34,0.0
2087,C03539,4,267.2994
2088,C00246,0,88.1051
2089,C00507,4,164.1565
2090,C02431,4,164.1565
2091,C02991,4,162.1406
2092,C05447,15,1182.1547
